January 1,W
January 14,W
January 22,W
February 5,L
September 9,W
September 16,L
September 23,L
September 30,W
October 7,W
October 14,L
October 21,W
October 28,W
November 11,W
November 18,W
November 22,W
December 2,W
December 10,W
December 16,L
December 23,W
December 30,W
