Tue Oct 16 2018,W
Fri Oct 19 2018,L
Sat Oct 20 2018,W
Mon Oct 22 2018,L
Thu Oct 25 2018,W
Sat Oct 27 2018,W
Tue Oct 30 2018,W
Thu Nov 1 2018,W
Sat Nov 3 2018,L
Mon Nov 5 2018,L
Thu Nov 8 2018,W
Fri Nov 9 2018,L
Sun Nov 11 2018,L
Wed Nov 14 2018,W
Fri Nov 16 2018,W
Sat Nov 17 2018,L
Mon Nov 19 2018,L
Wed Nov 21 2018,L
Fri Nov 23 2018,W
Sat Nov 24 2018,L
Mon Nov 26 2018,W
Fri Nov 30 2018,W
Sat Dec 1 2018,W
Thu Dec 6 2018,W
Sat Dec 8 2018,W
Mon Dec 10 2018,W
Wed Dec 12 2018,W
Fri Dec 14 2018,W
Sat Dec 15 2018,L
Wed Dec 19 2018,L
Fri Dec 21 2018,L
Sun Dec 23 2018,W
Tue Dec 25 2018,W
Thu Dec 27 2018,L
Sat Dec 29 2018,W
Mon Dec 31 2018,L
Wed Jan 2 2019,W
Fri Jan 4 2019,W
Mon Jan 7 2019,W
Wed Jan 9 2019,W
Thu Jan 10 2019,L
Sat Jan 12 2019,L
Mon Jan 14 2019,L
Wed Jan 16 2019,W
Fri Jan 18 2019,W
Sat Jan 19 2019,W
Mon Jan 21 2019,W
Wed Jan 23 2019,W
Sat Jan 26 2019,L
Mon Jan 28 2019,W
Wed Jan 30 2019,W
Fri Feb 1 2019,W
Sun Feb 3 2019,W
Tue Feb 5 2019,W
Thu Feb 7 2019,L
Sat Feb 9 2019,L
Tue Feb 12 2019,W
Wed Feb 13 2019,W
Thu Feb 21 2019,L
Sat Feb 23 2019,L
Tue Feb 26 2019,L
Wed Feb 27 2019,L
Fri Mar 1 2019,W
Sun Mar 3 2019,L
Tue Mar 5 2019,W
Wed Mar 6 2019,W
Sat Mar 9 2019,W
Mon Mar 11 2019,L
Thu Mar 14 2019,W
Sat Mar 16 2019,W
Mon Mar 18 2019,L
Wed Mar 20 2019,L
Sat Mar 23 2019,L
Sun Mar 24 2019,L
Tue Mar 26 2019,W
Fri Mar 29 2019,W
Sat Mar 30 2019,L
Mon Apr 1 2019,W
Wed Apr 3 2019,W
Fri Apr 5 2019,W
Sun Apr 7 2019,L
Tue Apr 9 2019,W
Sun Apr 14 2019,W
Wed Apr 17 2019,W
Fri Apr 19 2019,W
Sun Apr 21 2019,W
Sun Apr 28 2019,W
Tue Apr 30 2019,L
Fri May 3 2019,L
Mon May 6 2019,L
Wed May 8 2019,L
