Tue Oct 17 2017,L
Wed Oct 18 2017,L
Fri Oct 20 2017,W
Tue Oct 24 2017,W
Thu Oct 26 2017,W
Sat Oct 28 2017,W
Mon Oct 30 2017,W
Wed Nov 1 2017,W
Fri Nov 3 2017,W
Sun Nov 5 2017,W
Mon Nov 6 2017,W
Wed Nov 8 2017,W
Fri Nov 10 2017,W
Sun Nov 12 2017,W
Tue Nov 14 2017,W
Thu Nov 16 2017,W
Sat Nov 18 2017,W
Mon Nov 20 2017,W
Wed Nov 22 2017,L
Fri Nov 24 2017,W
Sat Nov 25 2017,W
Mon Nov 27 2017,L
Thu Nov 30 2017,W
Sat Dec 2 2017,W
Mon Dec 4 2017,W
Wed Dec 6 2017,W
Fri Dec 8 2017,L
Sun Dec 10 2017,W
Mon Dec 11 2017,L
Wed Dec 13 2017,W
Fri Dec 15 2017,L
Sat Dec 16 2017,W
Mon Dec 18 2017,W
Wed Dec 20 2017,L
Thu Dec 21 2017,L
Sat Dec 23 2017,W
Mon Dec 25 2017,L
Wed Dec 27 2017,W
Thu Dec 28 2017,W
Sun Dec 31 2017,W
Wed Jan 3 2018,W
Fri Jan 5 2018,W
Sat Jan 6 2018,W
Thu Jan 11 2018,W
Tue Jan 16 2018,L
Thu Jan 18 2018,L
Sun Jan 21 2018,L
Tue Jan 23 2018,L
Wed Jan 24 2018,W
Sat Jan 27 2018,L
Mon Jan 29 2018,W
Wed Jan 31 2018,W
Fri Feb 2 2018,W
Sun Feb 4 2018,W
Tue Feb 6 2018,L
Thu Feb 8 2018,W
Fri Feb 9 2018,L
Sun Feb 11 2018,L
Wed Feb 14 2018,L
Fri Feb 23 2018,W
Sat Feb 24 2018,W
Mon Feb 26 2018,W
Wed Feb 28 2018,W
Sat Mar 3 2018,L
Mon Mar 5 2018,W
Thu Mar 8 2018,W
Sun Mar 11 2018,L
Wed Mar 14 2018,L
Fri Mar 16 2018,W
Sun Mar 18 2018,L
Tue Mar 20 2018,W
Fri Mar 23 2018,W
Sun Mar 25 2018,W
Mon Mar 26 2018,W
Wed Mar 28 2018,W
Sat Mar 31 2018,W
Tue Apr 3 2018,L
Wed Apr 4 2018,L
Fri Apr 6 2018,W
Sun Apr 8 2018,L
Tue Apr 10 2018,L
Wed Apr 11 2018,W
Sun Apr 15 2018,W
Tue Apr 17 2018,W
Fri Apr 20 2018,L
Sun Apr 22 2018,L
Tue Apr 24 2018,W
Thu Apr 26 2018,L
Sat Apr 28 2018,W
Mon Apr 30 2018,W
Thu May 3 2018,W
Sat May 5 2018,W
Mon May 7 2018,L
Wed May 9 2018,W
Sun May 13 2018,W
Tue May 15 2018,W
Sat May 19 2018,L
Mon May 21 2018,L
Wed May 23 2018,W
Fri May 25 2018,L
Sun May 27 2018,L
