2013-10-03,W
2013-10-05,W
2013-10-10,L
2013-10-12,W
2013-10-14,L
2013-10-17,W
2013-10-19,W
2013-10-23,W
2013-10-24,W
2013-10-26,L
2013-10-30,L
2013-10-31,W
2013-11-02,L
2013-11-05,L
2013-11-07,W
2013-11-09,W
2013-11-11,W
2013-11-14,W
2013-11-15,L
2013-11-18,W
2013-11-19,W
2013-11-21,L
2013-11-23,W
2013-11-25,W
2013-11-27,L
2013-11-29,W
2013-11-30,W
2013-12-05,L
2013-12-07,W
2013-12-08,W
2013-12-10,W
2013-12-12,W
2013-12-14,L
2013-12-17,W
2013-12-19,L
2013-12-21,W
2013-12-23,W
2013-12-27,W
2013-12-28,L
2013-12-31,L
2014-01-02,W
2014-01-04,W
2014-01-07,L
2014-01-09,L
2014-01-11,W
2014-01-14,L
2014-01-16,W
2014-01-19,L
2014-01-20,W
2014-01-25,W
2014-01-27,W
2014-01-28,W
2014-01-30,L
2014-02-01,W
2014-02-04,W
2014-02-06,L
2014-02-08,W
2014-02-26,L
2014-03-01,L
2014-03-02,W
2014-03-04,W
2014-03-06,W
2014-03-08,W
2014-03-09,W
2014-03-12,W
2014-03-13,W
2014-03-15,W
2014-03-17,W
2014-03-18,W
2014-03-21,W
2014-03-22,W
2014-03-24,L
2014-03-27,W
2014-03-29,W
2014-03-30,W
2014-04-02,L
2014-04-03,L
2014-04-05,W
2014-04-08,L
2014-04-10,L
2014-04-12,W
2014-04-13,L
2014-04-18,L
2014-04-20,W
2014-04-22,W
2014-04-24,W
2014-04-26,W
2014-05-01,L
2014-05-03,W
2014-05-06,L
2014-05-08,W
2014-05-10,W
2014-05-12,L
2014-05-14,L
