2016-10-13,W
2016-10-15,L
2016-10-17,W
2016-10-20,W
2016-10-22,L
2016-10-25,L
2016-10-26,L
2016-10-29,W
2016-11-01,W
2016-11-03,W
2016-11-05,L
2016-11-07,W
2016-11-08,L
2016-11-10,W
2016-11-12,W
2016-11-13,W
2016-11-17,L
2016-11-19,W
2016-11-22,L
2016-11-24,L
2016-11-25,L
2016-11-27,W
2016-11-29,L
2016-12-01,W
2016-12-03,W
2016-12-05,W
2016-12-07,L
2016-12-08,L
2016-12-10,L
2016-12-12,W
2016-12-14,L
2016-12-15,L
2016-12-18,W
2016-12-20,L
2016-12-22,W
2016-12-23,L
2016-12-27,L
2016-12-29,W
2016-12-31,W
2017-01-02,L
2017-01-05,L
2017-01-07,W
2017-01-08,L
2017-01-10,W
2017-01-12,L
2017-01-14,W
2017-01-16,L
2017-01-18,L
2017-01-20,L
2017-01-22,L
2017-01-24,W
2017-01-26,W
2017-01-31,W
2017-02-01,L
2017-02-04,L
2017-02-09,W
2017-02-11,W
2017-02-12,W
2017-02-19,W
2017-02-22,L
2017-02-23,W
2017-02-26,W
2017-02-28,W
2017-03-02,L
2017-03-04,W
2017-03-06,L
2017-03-08,W
2017-03-11,W
2017-03-13,W
2017-03-15,W
2017-03-16,L
2017-03-20,L
2017-03-21,L
2017-03-23,L
2017-03-25,W
2017-03-28,W
2017-03-30,W
2017-04-01,W
2017-04-02,W
2017-04-04,W
2017-04-06,L
2017-04-08,L
2017-04-12,W
2017-04-15,L
2017-04-17,L
2017-04-19,L
2017-04-21,W
2017-04-23,L
