2015-10-08,L
2015-10-10,L
2015-10-12,L
2015-10-14,W
2015-10-17,W
2015-10-21,L
2015-10-23,W
2015-10-27,W
2015-10-30,W
2015-10-31,W
2015-11-03,L
2015-11-05,L
2015-11-07,L
2015-11-08,W
2015-11-12,L
2015-11-14,W
2015-11-17,L
2015-11-19,W
2015-11-21,W
2015-11-23,W
2015-11-25,W
2015-11-27,W
2015-12-02,L
2015-12-04,L
2015-12-05,W
2015-12-07,L
2015-12-09,W
2015-12-12,W
2015-12-14,L
2015-12-16,W
2015-12-18,W
2015-12-20,W
2015-12-22,L
2015-12-26,L
2015-12-27,L
2015-12-29,W
2016-01-01,L
2016-01-05,L
2016-01-08,W
2016-01-09,L
2016-01-11,L
2016-01-13,L
2016-01-15,W
2016-01-16,W
2016-01-19,W
2016-01-21,L
2016-01-23,W
2016-01-25,W
2016-01-26,L
2016-02-02,L
2016-02-04,W
2016-02-06,W
2016-02-09,L
2016-02-11,W
2016-02-13,W
2016-02-14,L
2016-02-16,W
2016-02-18,L
2016-02-20,W
2016-02-22,L
2016-02-24,W
2016-02-26,W
2016-02-28,L
2016-03-01,W
2016-03-03,W
2016-03-05,L
2016-03-07,W
2016-03-08,W
2016-03-10,L
2016-03-12,W
2016-03-15,L
2016-03-18,L
2016-03-19,L
2016-03-23,L
2016-03-24,L
2016-03-26,W
2016-03-29,L
2016-04-01,W
2016-04-03,L
2016-04-05,L
2016-04-07,W
2016-04-09,L
