2011-10-06,L
2011-10-08,W
2011-10-10,L
2011-10-12,L
2011-10-15,W
2011-10-18,L
2011-10-20,W
2011-10-22,L
2011-10-27,L
2011-10-29,L
2011-11-01,W
2011-11-05,W
2011-11-07,W
2011-11-10,W
2011-11-12,W
2011-11-15,W
2011-11-17,W
2011-11-19,W
2011-11-21,W
2011-11-23,W
2011-11-25,L
2011-11-26,W
2011-11-30,W
2011-12-03,W
2011-12-05,W
2011-12-06,L
2011-12-08,L
2011-12-10,W
2011-12-13,W
2011-12-14,W
2011-12-17,W
2011-12-19,W
2011-12-23,W
2011-12-28,W
2011-12-31,L
2012-01-04,W
2012-01-05,W
2012-01-07,L
2012-01-10,W
2012-01-12,W
2012-01-14,L
2012-01-16,W
2012-01-17,L
2012-01-19,W
2012-01-21,L
2012-01-22,W
2012-01-24,L
2012-01-31,W
2012-02-02,L
2012-02-04,L
2012-02-05,W
2012-02-08,L
2012-02-11,W
2012-02-14,L
2012-02-15,W
2012-02-17,L
2012-02-19,L
2012-02-22,W
2012-02-24,L
2012-02-25,W
2012-02-28,L
2012-03-01,W
2012-03-03,L
2012-03-04,L
2012-03-06,W
2012-03-08,W
2012-03-10,L
2012-03-11,L
2012-03-13,L
2012-03-15,L
2012-03-17,W
2012-03-19,W
2012-03-22,L
2012-03-24,W
2012-03-25,W
2012-03-27,W
2012-03-29,L
2012-03-31,W
2012-04-01,W
2012-04-03,L
2012-04-05,W
2012-04-07,W
2012-04-12,W
2012-04-14,L
2012-04-16,W
2012-04-19,L
2012-04-21,L
2012-04-22,W
2012-04-25,L
