2013-01-19,W
2013-01-21,W
2013-01-23,L
2013-01-25,W
2013-01-28,W
2013-01-29,W
2013-01-31,L
2013-02-02,W
2013-02-06,W
2013-02-10,W
2013-02-12,L
2013-02-15,L
2013-02-17,W
2013-02-21,W
2013-02-24,W
2013-02-26,W
2013-02-28,W
2013-03-02,W
2013-03-03,L
2013-03-05,L
2013-03-07,W
2013-03-09,W
2013-03-11,W
2013-03-12,L
2013-03-14,W
2013-03-16,W
2013-03-17,L
2013-03-19,L
2013-03-21,W
2013-03-23,L
2013-03-25,W
2013-03-27,L
2013-03-30,L
2013-03-31,W
2013-04-02,W
2013-04-04,W
2013-04-06,L
2013-04-08,W
2013-04-10,W
2013-04-11,L
2013-04-13,L
2013-04-17,L
2013-04-20,L
2013-04-21,W
2013-04-23,L
2013-04-25,W
2013-04-27,L
2013-04-28,L
2013-05-01,W
2013-05-04,L
2013-05-06,W
2013-05-08,W
2013-05-10,L
2013-05-12,L
2013-05-13,W
2013-05-16,W
2013-05-19,W
2013-05-21,W
2013-05-23,L
2013-05-25,W
2013-06-01,W
2013-06-03,W
2013-06-05,W
2013-06-07,W
2013-06-12,L
2013-06-15,W
2013-06-17,W
2013-06-19,L
2013-06-22,L
2013-06-24,L
