Wed Oct 30 2013,L
Fri Nov 1 2013,L
Sun Nov 3 2013,L
Mon Nov 4 2013,L
Wed Nov 6 2013,W
Fri Nov 8 2013,W
Sat Nov 9 2013,W
Mon Nov 11 2013,W
Wed Nov 13 2013,L
Fri Nov 15 2013,L
Sat Nov 16 2013,L
Tue Nov 19 2013,L
Wed Nov 20 2013,L
Fri Nov 22 2013,L
Sat Nov 23 2013,W
Mon Nov 25 2013,W
Wed Nov 27 2013,L
Fri Nov 29 2013,W
Sat Nov 30 2013,L
Tue Dec 3 2013,W
Fri Dec 6 2013,W
Sun Dec 8 2013,W
Tue Dec 10 2013,L
Wed Dec 11 2013,L
Fri Dec 13 2013,W
Mon Dec 16 2013,W
Wed Dec 18 2013,L
Sat Dec 21 2013,L
Sun Dec 22 2013,L
Sat Dec 28 2013,W
Tue Dec 31 2013,L
Thu Jan 2 2014,L
Fri Jan 3 2014,L
Sun Jan 5 2014,L
Tue Jan 7 2014,L
Wed Jan 8 2014,L
Fri Jan 10 2014,L
Sat Jan 11 2014,L
Mon Jan 13 2014,L
Wed Jan 15 2014,W
Fri Jan 17 2014,L
Sun Jan 19 2014,L
Tue Jan 21 2014,L
Wed Jan 22 2014,W
Fri Jan 24 2014,L
Sun Jan 26 2014,L
Tue Jan 28 2014,L
Wed Jan 29 2014,L
Sun Feb 2 2014,W
Wed Feb 5 2014,W
Fri Feb 7 2014,W
Sun Feb 9 2014,L
Mon Feb 10 2014,W
Wed Feb 12 2014,L
Wed Feb 19 2014,L
Fri Feb 21 2014,L
Sat Feb 22 2014,L
Mon Feb 24 2014,L
Wed Feb 26 2014,W
Sat Mar 1 2014,L
Wed Mar 5 2014,L
Fri Mar 7 2014,W
Sun Mar 9 2014,W
Tue Mar 11 2014,L
Wed Mar 12 2014,L
Fri Mar 14 2014,L
Sun Mar 16 2014,L
Mon Mar 17 2014,L
Wed Mar 19 2014,W
Fri Mar 21 2014,L
Wed Mar 26 2014,L
Fri Mar 28 2014,L
Sun Mar 30 2014,L
Mon Mar 31 2014,L
Wed Apr 2 2014,L
Fri Apr 4 2014,L
Sat Apr 5 2014,L
Wed Apr 9 2014,L
Fri Apr 11 2014,W
Sat Apr 12 2014,W
Mon Apr 14 2014,L
Wed Apr 16 2014,L
