Monday Apr 3,W
Wednesday Apr 5,W-wo
Friday Apr 7,L
Saturday Apr 8,L
Sunday Apr 9,W
Monday Apr 10,L
Tuesday Apr 11,W
Wednesday Apr 12,L
Thursday Apr 13,W
Friday Apr 14,L
Saturday Apr 15,W
Sunday Apr 16,W
Monday Apr 17,W
Tuesday Apr 18,W
Wednesday Apr 19,L
Thursday Apr 20,W
Friday Apr 21,L
Saturday Apr 22,L
Sunday Apr 23,W
Wednesday Apr 26,L
Thursday Apr 27,L
Friday Apr 28,W
Saturday Apr 29,L
Sunday Apr 30,W
Monday May 1,L
Tuesday May 2,W
Wednesday May 3,W
Thursday May 4,L
Friday May 5,L-wo
Saturday May 6,W
Sunday May 7,W
Tuesday May 9,L
Wednesday May 10,L
Thursday May 11,W
Friday May 12,L
Saturday May 13,W
Sunday May 14,L
Tuesday May 16,W
Wednesday May 17,W
Thursday May 18,L
Friday May 19,L-wo
Saturday May 20,L
Sunday May 21,W
Tuesday May 23,W
Wednesday May 24,W
Thursday May 25,W
Friday May 26,W
Saturday May 27,W
Sunday May 28,L
Monday May 29,L
Tuesday May 30,W
Wednesday May 31,W
Thursday Jun 1,L
Friday Jun 2,L
Saturday Jun 3,W
Sunday Jun 4,W
Tuesday Jun 6,W
Wednesday Jun 7,L
Thursday Jun 8,L
Friday Jun 9,W
Saturday Jun 10,W
Sunday Jun 11,L
Monday Jun 12,W-wo
Tuesday Jun 13,W-wo
Wednesday Jun 14,W
Thursday Jun 15,L
Friday Jun 16,W
Saturday Jun 17,L
Sunday Jun 18,W
Monday Jun 19,L
Tuesday Jun 20,W
Wednesday Jun 21,L
Friday Jun 23,W
Saturday Jun 24,L
Sunday Jun 25,L
Monday Jun 26,W
Tuesday Jun 27,W
Wednesday Jun 28,L
Thursday Jun 29,W
Friday Jun 30,W
Saturday Jul 1,W
Sunday Jul 2,W
Monday Jul 3,W
Tuesday Jul 4,W
Wednesday Jul 5,L
Thursday Jul 6,L
Friday Jul 7,W
Saturday Jul 8,L
Sunday Jul 9,L
Friday Jul 14,W-wo
Saturday Jul 15,L
Sunday Jul 16 (1),L
Sunday Jul 16 (2),W
Monday Jul 17,L
Tuesday Jul 18,W-wo
Wednesday Jul 19,W
Thursday Jul 20,L
Friday Jul 21,W
Saturday Jul 22,L
Sunday Jul 23,L
Monday Jul 24,L
Tuesday Jul 25,L-wo
Wednesday Jul 26,W
Friday Jul 28,L
Saturday Jul 29,W-wo
Sunday Jul 30,L
Monday Jul 31,W
Tuesday Aug 1,W-wo
Thursday Aug 3,W
Friday Aug 4,W-wo
Saturday Aug 5,W
Sunday Aug 6,W
Tuesday Aug 8,W
Wednesday Aug 9,W
Friday Aug 11,L
Saturday Aug 12,W
Sunday Aug 13,W
Monday Aug 14,L
Tuesday Aug 15,W
Wednesday Aug 16,W-wo
Friday Aug 18,W
Saturday Aug 19,L
Sunday Aug 20,W
Monday Aug 21,L-wo
Tuesday Aug 22,W
Wednesday Aug 23,W
Thursday Aug 24,L
Friday Aug 25,L
Saturday Aug 26,L
Sunday Aug 27,L
Monday Aug 28,W
Tuesday Aug 29,W
Wednesday Aug 30,W
Thursday Aug 31,L
Friday Sep 1,W
Saturday Sep 2,L
Sunday Sep 3,L
Monday Sep 4,L
Tuesday Sep 5,W-wo
Wednesday Sep 6,W
Friday Sep 8,W
Saturday Sep 9,W
Sunday Sep 10,L
Tuesday Sep 12,W
Wednesday Sep 13,L
Thursday Sep 14,W
Friday Sep 15,W
Saturday Sep 16,W
Sunday Sep 17,L
Monday Sep 18,W
Tuesday Sep 19,W
Wednesday Sep 20,W
Friday Sep 22,W
Saturday Sep 23,W
Sunday Sep 24,W
Monday Sep 25,L
Tuesday Sep 26,L
Wednesday Sep 27,W
Thursday Sep 28,L
Friday Sep 29,L
Saturday Sep 30,W
Sunday Oct 1,L
