Date,Won,Crimes
2015-11-02,1,221
2015-11-03,1,259
2015-11-04,1,226
2015-11-05,1,217
2015-11-06,0,223
2015-11-07,1,215
2015-11-07,1,253
2015-11-08,0,253
2015-11-09,0,273
2015-11-10,1,260
2015-11-11,1,233
2015-11-12,1,269
2015-11-13,1,274
2015-11-14,1,283
2015-11-15,1,231
2015-11-16,1,258
2015-11-17,1,276
2015-11-18,1,234
2015-11-19,1,287
2015-11-20,1,319
2015-11-21,1,256
2015-11-22,1,227
2015-11-23,1,269
2015-11-24,1,206
2015-11-25,1,282
2015-11-26,1,193
2015-11-27,1,243
2015-11-28,1,254
2015-11-29,1,190
2015-11-30,1,226
2015-12-01,1,219
2015-12-02,1,197
2015-12-03,1,219
2015-12-04,0,235
2015-12-05,0,245
2015-12-06,0,234
2015-12-07,0,228
2015-12-07,0,262
2015-12-08,0,250
2015-12-09,1,305
2015-12-10,1,232
2015-12-11,1,294
2015-12-12,1,276
2015-12-13,1,211
2015-12-14,1,270
2015-12-15,1,282
2015-12-16,1,253
2015-12-17,1,295
2015-12-18,1,307
2015-12-19,1,232
2015-12-20,1,244
2015-12-21,1,310
2015-12-22,1,280
2015-12-23,1,259
2015-12-24,1,247
2015-12-25,1,162
2015-12-26,1,189
2015-12-27,1,215
2015-12-28,1,235
2015-12-29,1,206
2015-12-30,1,220
2015-12-31,1,278
2016-01-01,1,359
2016-01-02,1,330
2016-01-03,1,277
2016-01-04,1,353
2016-01-05,1,276
2016-01-06,0,316
2016-01-07,1,289
2016-01-08,1,337
2016-01-09,1,385
2016-01-10,0,317
2016-01-11,1,347
2016-01-12,1,316
2016-01-13,1,238
2016-01-14,1,279
2016-01-15,1,321
2016-01-16,1,238
2016-01-17,1,187
2016-01-18,1,231
2016-01-19,1,242
2016-01-20,1,243
2016-01-21,1,237
2016-01-22,1,267
2016-01-23,1,252
2016-01-24,1,197
2016-01-25,1,237
2016-01-26,1,255
2016-01-27,1,260
2016-01-28,1,272
2016-01-29,1,300
2016-01-30,1,270
2016-01-31,1,253
2016-02-01,1,260
2016-02-02,1,307
2016-02-03,1,218
2016-02-04,1,283
2016-02-05,1,282
2016-02-06,0,308
2016-02-07,0,269
2016-02-08,0,275
2016-02-09,1,319
2016-02-10,0,252
2016-02-11,1,308
2016-02-12,1,301
2016-02-13,1,199
2016-02-14,1,198
2016-02-15,1,243
2016-02-16,1,268
2016-02-17,1,263
2016-02-18,1,236
2016-02-19,1,284
2016-02-20,1,286
2016-02-21,1,238
2016-02-22,1,268
2016-02-23,1,248
2016-02-24,1,228
2016-02-25,1,292
2016-02-26,1,272
2016-02-27,1,306
2016-02-28,1,224
2016-02-29,1,277
2016-03-01,1,193
2016-03-02,1,247
2016-03-03,1,244
2016-03-04,1,233
2016-03-05,0,226
2016-03-06,0,330
2016-03-07,1,231
2016-03-08,0,298
2016-03-09,1,261
2016-03-10,1,260
2016-03-11,1,272
2016-03-12,1,253
2016-03-13,1,278
2016-03-14,1,255
2016-03-15,1,260
2016-03-16,1,279
2016-03-17,1,266
2016-03-18,1,305
2016-03-19,1,287
2016-03-20,1,309
2016-03-21,1,238
2016-03-22,1,298
2016-03-23,1,260
2016-03-24,1,282
2016-03-25,1,245
2016-03-26,1,284
2016-03-27,1,211
2016-03-28,1,260
2016-03-29,1,278
2016-03-30,1,279
2016-03-31,1,302
2016-04-01,1,229
2016-04-02,1,259
2016-04-03,1,254
2016-04-04,1,243
2016-04-05,1,230
2016-04-06,1,290
2016-04-07,1,284
2016-04-08,1,279
2016-04-09,0,249
2016-04-10,1,274
2016-04-11,1,285
2016-04-12,1,262
2016-04-13,1,303
2016-04-14,1,261
2016-04-15,1,292
2016-04-16,1,239
2016-04-17,0,252
2016-04-18,0,264
2016-04-19,0,253
2016-04-20,1,287
2016-04-21,0,254
2016-04-22,1,245
2016-04-23,0,273
2016-04-24,1,277
2016-04-25,1,285
2016-04-26,1,276
2016-04-27,1,285
2016-04-28,0,229
2016-04-29,1,297
2016-04-30,1,247
2016-05-01,1,261
2016-05-02,1,233
2016-05-03,1,218
2016-05-04,1,259
2016-05-05,1,300
2016-05-06,0,241
2016-05-07,0,324
2016-05-08,1,275
2016-05-09,0,259
2016-05-10,1,273
2016-05-11,1,301
2016-05-12,1,261
2016-05-13,0,289
2016-05-14,0,255
2016-05-15,1,243
2016-05-16,1,290
2016-05-17,0,282
2016-05-18,1,284
2016-05-19,1,270
2016-05-20,0,262
2016-05-21,1,286
2016-05-22,1,272
2016-05-23,1,289
2016-05-24,1,303
2016-05-25,1,287
2016-05-26,0,303
2016-05-27,0,269
2016-05-28,0,286
2016-05-29,1,260
2016-05-30,1,252
2016-05-31,1,337
2016-06-01,1,262
2016-06-02,1,244
2016-06-03,1,226
2016-06-04,0,263
2016-06-05,0,301
2016-06-06,1,275
2016-06-07,1,309
2016-06-08,0,259
2016-06-09,1,238
2016-06-10,1,304
2016-06-11,1,252
2016-06-12,1,304
2016-06-13,1,324
2016-06-14,0,300
2016-06-15,1,331
2016-06-16,0,320
2016-06-17,0,290
2016-06-18,1,260
2016-06-19,1,238
2016-06-20,0,308
2016-06-21,0,286
2016-06-22,0,297
2016-06-23,0,300
2016-06-24,1,312
2016-06-25,0,239
2016-06-26,0,255
2016-06-27,0,249
2016-06-28,1,247
2016-06-29,0,298
2016-06-30,1,272
2016-07-01,1,305
2016-07-02,1,212
2016-07-03,1,271
2016-07-04,1,313
2016-07-05,0,250
2016-07-06,1,338
2016-07-07,1,259
2016-07-08,0,255
2016-07-09,1,257
2016-07-10,1,283
2016-07-11,1,261
2016-07-12,1,299
2016-07-13,1,264
2016-07-14,1,284
2016-07-15,1,272
2016-07-16,1,308
2016-07-17,0,257
2016-07-18,1,271
2016-07-19,1,263
2016-07-20,1,270
2016-07-21,1,287
2016-07-22,0,269
2016-07-23,0,308
2016-07-24,1,252
2016-07-25,0,288
2016-07-26,0,285
2016-07-27,0,314
2016-07-28,0,299
2016-07-29,1,288
2016-07-30,0,271
2016-07-31,1,283
2016-08-01,1,287
2016-08-02,1,166
2016-08-03,1,252
2016-08-04,1,278
2016-08-05,1,237
2016-08-06,0,284
2016-08-07,1,286
2016-08-08,1,288
2016-08-09,1,249
2016-08-10,1,345
2016-08-11,1,247
2016-08-12,1,301
2016-08-13,1,254
2016-08-14,1,288
2016-08-15,1,336
2016-08-16,1,310
2016-08-17,1,312
2016-08-18,0,311
2016-08-19,1,283
2016-08-20,1,295
2016-08-21,0,254
2016-08-22,1,313
2016-08-23,1,299
2016-08-24,0,295
2016-08-25,0,247
2016-08-26,0,267
2016-08-27,1,277
2016-08-28,0,285
2016-08-29,1,290
2016-08-30,0,304
2016-08-31,1,275
2016-09-01,1,228
2016-09-02,1,239
2016-09-03,1,277
2016-09-04,1,280
2016-09-05,1,279
2016-09-06,1,283
2016-09-07,1,231
2016-09-08,1,310
2016-09-09,1,263
2016-09-10,1,229
2016-09-11,1,243
2016-09-12,1,278
2016-09-13,0,288
2016-09-14,0,293
2016-09-15,0,278
2016-09-16,1,355
2016-09-17,1,275
2016-09-18,1,272
2016-09-19,1,288
2016-09-20,1,293
2016-09-21,1,301
2016-09-22,1,287
2016-09-23,1,317
2016-09-24,1,304
2016-09-25,1,278
2016-09-26,1,281
2016-09-27,0,286
2016-09-28,0,272
2016-09-29,0,287
2016-09-30,1,292
2016-10-01,1,184
2016-10-02,1,263
2016-10-03,1,245
2016-10-04,0,222
2016-10-05,1,280
2016-10-06,1,305
2016-10-07,1,245
2016-10-08,0,328
2016-10-09,0,263
2016-10-10,1,249
2016-10-11,1,291
2016-10-12,1,231
2016-10-13,1,260
2016-10-14,1,304
2016-10-15,1,304
2016-10-16,1,240
2016-10-17,1,288
2016-10-18,1,279
2016-10-19,1,303
2016-10-20,1,254
2016-10-21,1,307
2016-10-22,1,253
2016-10-23,1,259
2016-10-24,1,311
2016-10-25,1,253
2016-10-26,1,281
2016-10-27,1,272
2016-10-28,1,275
2016-10-29,1,271
2016-10-30,1,239
2016-10-31,1,312
2016-11-01,1,245
2016-11-02,1,240
2016-11-03,1,260
2016-11-04,0,308
2016-11-05,1,306
2016-11-06,1,261
2016-11-07,1,301
2016-11-08,0,297
2016-11-09,1,265
2016-11-10,1,291
2016-11-11,1,295
2016-11-12,1,245
2016-11-13,1,205
2016-11-14,1,254
2016-11-15,1,300
2016-11-16,1,298
2016-11-17,1,308
2016-11-18,1,277
2016-11-19,1,264
2016-11-20,1,258
2016-11-21,1,267
2016-11-22,1,269
2016-11-23,1,264
2016-11-24,1,149
2016-11-25,1,241
2016-11-26,1,239
2016-11-27,1,213
2016-11-28,1,258
2016-11-29,1,266
2016-11-30,1,244
2016-12-01,1,273
2016-12-02,1,269
2016-12-03,1,297
2016-12-04,0,265
2016-12-05,1,308
2016-12-06,0,241
2016-12-07,1,289
2016-12-08,1,271
2016-12-09,1,298
2016-12-10,1,264
2016-12-11,1,269
2016-12-12,1,261
2016-12-13,1,263
2016-12-14,1,248
2016-12-15,1,279
2016-12-16,1,243
2016-12-17,1,264
2016-12-18,1,252
2016-12-19,1,278
2016-12-20,1,251
2016-12-21,1,238
2016-12-22,1,281
2016-12-23,1,267
2016-12-24,1,195
2016-12-25,1,140
2016-12-26,1,202
2016-12-27,1,224
2016-12-28,1,267
2016-12-29,1,276
2016-12-30,1,233
2016-12-31,1,266
2017-01-01,1,288
2017-01-02,1,271
2017-01-03,1,310
2017-01-04,1,300
2017-01-05,0,341
2017-01-06,0,337
2017-01-07,1,337
2017-01-08,0,356
2017-01-09,1,383
2017-01-10,0,322
2017-01-11,1,319
2017-01-12,1,322
2017-01-13,1,264
2017-01-14,1,247
2017-01-15,1,226
2017-01-16,1,223
2017-01-17,1,283
2017-01-18,1,249
2017-01-19,1,269
2017-01-20,1,277
2017-01-21,1,282
2017-01-22,1,237
2017-01-23,1,298
2017-01-24,1,263
2017-01-25,1,297
2017-01-26,1,273
2017-01-27,1,288
2017-01-28,1,288
2017-01-29,1,226
2017-01-30,1,261
2017-01-31,1,228
2017-02-01,1,220
2017-02-02,1,256
2017-02-03,1,273
2017-02-04,1,276
2017-02-05,1,318
2017-02-06,0,330
2017-02-07,1,249
2017-02-08,1,314
2017-02-09,0,276
2017-02-10,1,277
2017-02-11,1,290
2017-02-12,1,269
2017-02-13,1,260
2017-02-14,1,303
2017-02-15,1,316
2017-02-16,1,292
2017-02-17,1,296
2017-02-18,1,289
2017-02-19,1,224
2017-02-20,1,265
2017-02-21,1,260
2017-02-22,1,259
2017-02-23,1,277
2017-02-24,1,354
2017-02-25,1,290
2017-02-26,1,243
2017-02-27,1,279
2017-02-28,1,267
2017-03-01,1,230
2017-03-02,1,261
2017-03-03,1,269
2017-03-04,1,275
2017-03-05,1,272
2017-03-06,1,293
2017-03-07,1,301
2017-03-08,1,334
2017-03-09,0,236
2017-03-10,1,270
2017-03-11,1,320
2017-03-12,1,248
2017-03-13,1,272
2017-03-14,1,213
2017-03-15,1,229
2017-03-16,1,290
2017-03-17,1,312
2017-03-18,1,267
2017-03-19,1,231
2017-03-20,1,320
2017-03-21,1,276
2017-03-22,1,253
2017-03-23,1,258
2017-03-24,1,283
2017-03-25,1,247
2017-03-26,1,235
2017-03-27,1,303
2017-03-28,1,233
2017-03-29,1,265
2017-03-30,1,302
2017-03-31,1,317
2017-04-01,1,273
2017-04-02,1,249
2017-04-03,1,209
2017-04-04,1,255
2017-04-05,0,317
2017-04-06,1,236
2017-04-07,1,273
2017-04-08,0,363
2017-04-09,0,220
2017-04-10,1,299
2017-04-11,1,277
2017-04-12,1,272
2017-04-13,1,313
2017-04-14,0,274
2017-04-15,1,251
2017-04-16,1,250
2017-04-17,1,259
2017-04-18,1,265
2017-04-19,0,285
2017-04-20,1,244
2017-04-21,0,276
2017-04-22,0,242
2017-04-23,1,274
2017-04-24,1,300
2017-04-25,1,249
2017-04-26,0,260
2017-04-27,0,274
2017-04-28,1,305
2017-04-29,0,302
2017-04-30,1,244
2017-05-01,1,268
2017-05-02,1,212
2017-05-03,1,207
2017-05-04,0,256
2017-05-05,0,310
2017-05-06,1,283
2017-05-07,0,325
2017-05-08,1,260
2017-05-09,0,291
2017-05-10,1,296
2017-05-11,1,273
2017-05-12,1,283
2017-05-13,1,293
2017-05-14,0,228
2017-05-15,1,247
2017-05-16,1,360
2017-05-17,1,328
2017-05-18,0,296
2017-05-19,0,335
2017-05-20,0,292
2017-05-21,1,251
2017-05-22,1,244
2017-05-23,1,272
2017-05-24,1,319
2017-05-25,1,262
2017-05-26,1,294
2017-05-27,1,245
2017-05-28,0,236
2017-05-29,0,223
2017-05-30,1,289
2017-05-31,1,296
2017-06-01,1,279
2017-06-02,1,213
2017-06-03,1,252
2017-06-04,1,254
2017-06-05,1,263
2017-06-06,1,272
2017-06-07,0,301
2017-06-08,1,249
2017-06-09,1,257
2017-06-10,1,303
2017-06-11,1,281
2017-06-12,1,301
2017-06-13,0,339
2017-06-14,1,315
2017-06-15,0,346
2017-06-16,1,334
2017-06-17,0,261
2017-06-18,1,243
2017-06-19,0,286
2017-06-20,1,288
2017-06-21,0,308
2017-06-22,1,292
2017-06-23,1,309
2017-06-24,0,294
2017-06-25,0,328
2017-06-26,1,321
2017-06-27,1,305
2017-06-28,0,336
2017-06-29,1,314
2017-06-30,1,284
2017-07-01,1,229
2017-07-02,1,253
2017-07-03,1,265
2017-07-04,0,299
2017-07-05,1,248
2017-07-06,0,291
2017-07-07,1,276
2017-07-08,1,318
2017-07-09,1,324
2017-07-10,1,299
2017-07-11,1,278
2017-07-12,1,272
2017-07-13,1,271
2017-07-14,0,313
2017-07-15,0,271
2017-07-16,1,275
2017-07-17,0,313
2017-07-18,0,314
2017-07-19,1,302
2017-07-20,0,274
2017-07-21,1,312
2017-07-22,0,329
2017-07-23,0,222
2017-07-24,0,251
2017-07-25,0,305
2017-07-26,1,316
2017-07-27,1,326
2017-07-28,0,286
2017-07-29,0,305
2017-07-30,0,261
2017-07-31,1,352
2017-08-01,1,193
2017-08-02,1,313
2017-08-03,1,279
2017-08-04,0,252
2017-08-05,1,272
2017-08-06,0,325
2017-08-07,0,295
2017-08-08,1,290
2017-08-09,1,357
2017-08-10,1,255
2017-08-11,1,260
2017-08-12,1,282
2017-08-13,1,260
2017-08-14,0,320
2017-08-15,1,279
2017-08-16,0,326
2017-08-17,1,291
2017-08-18,1,301
2017-08-19,0,296
2017-08-20,1,286
2017-08-21,0,285
2017-08-22,1,307
2017-08-23,1,308
2017-08-24,0,302
2017-08-25,0,278
2017-08-26,0,266
2017-08-27,0,279
2017-08-28,1,299
2017-08-29,1,273
2017-08-30,1,247
2017-08-31,0,326
2017-09-01,1,276
2017-09-02,1,220
2017-09-03,1,276
2017-09-04,1,229
2017-09-05,0,287
2017-09-06,1,258
2017-09-07,0,242
2017-09-08,1,321
2017-09-09,1,272
2017-09-10,1,214
2017-09-11,1,288
2017-09-12,1,260
2017-09-13,0,322
2017-09-14,1,288
2017-09-15,1,357
2017-09-16,1,330
2017-09-17,0,289
2017-09-18,1,258
2017-09-19,1,283
2017-09-20,1,277
2017-09-21,1,323
2017-09-22,1,369
2017-09-23,1,317
2017-09-24,1,295
2017-09-25,0,329
2017-09-26,0,336
2017-09-27,1,313
2017-09-28,0,311
2017-09-29,0,288
2017-09-30,1,243
2017-10-01,1,263
2017-10-02,1,249
2017-10-03,1,276
2017-10-04,0,272
2017-10-05,0,251
2017-10-06,1,305
2017-10-07,1,329
2017-10-08,1,314
2017-10-09,0,247
2017-10-10,1,322
2017-10-11,1,315
2017-10-12,1,209
2017-10-13,1,303
2017-10-14,1,262
2017-10-15,1,268
2017-10-16,1,294
2017-10-17,1,261
2017-10-18,1,293
2017-10-19,1,322
2017-10-20,1,301
2017-10-21,1,294
2017-10-22,1,249
2017-10-23,1,289
2017-10-24,1,300
2017-10-25,1,292
2017-10-26,1,279
2017-10-27,1,307
2017-10-28,1,282
2017-10-29,1,262
2017-10-30,1,305
2017-10-31,1,289
2017-11-01,1,269
2017-11-02,1,233
2017-11-03,1,256
2017-11-04,1,279
2017-11-05,1,257
2017-11-06,0,296
2017-11-07,1,293
2017-11-08,0,285
2017-11-09,1,309
2017-11-10,1,279
2017-11-11,1,245
2017-11-12,1,226
2017-11-13,1,234
2017-11-14,1,270
2017-11-15,1,275
2017-11-16,1,278
2017-11-17,1,300
2017-11-18,1,273
2017-11-19,1,246
2017-11-20,1,277
2017-11-21,1,308
2017-11-22,1,230
2017-11-23,1,152
2017-11-24,1,222
2017-11-25,1,242
2017-11-26,1,208
2017-11-27,1,261
2017-11-28,1,279
2017-11-29,1,308
2017-11-30,1,273
2017-12-01,1,257
2017-12-02,1,225
2017-12-03,1,216
2017-12-04,0,287
2017-12-05,0,299
2017-12-06,0,287
2017-12-07,1,290
2017-12-08,1,318
2017-12-09,1,284
2017-12-10,1,311
2017-12-11,1,201
2017-12-12,1,271
2017-12-13,1,229
2017-12-14,1,240
2017-12-15,1,300
2017-12-16,1,244
2017-12-17,1,220
2017-12-18,1,239
2017-12-19,1,257
2017-12-20,1,304
2017-12-21,1,259
2017-12-22,1,219
2017-12-23,1,221
2017-12-24,1,205
2017-12-25,1,141
2017-12-26,1,214
2017-12-27,1,212
2017-12-28,1,220
2017-12-29,1,227
2017-12-30,1,210
2017-12-31,1,227
2018-01-01,1,273
2018-01-02,1,288
2018-01-03,1,277
2018-01-04,1,248
2018-01-05,0,311
2018-01-06,0,328
2018-01-07,0,284
2018-01-08,1,289
2018-01-09,1,335
2018-01-10,1,334
2018-01-11,1,320
2018-01-12,1,296
2018-01-13,1,290
2018-01-14,1,210
2018-01-15,1,245
2018-01-16,1,241
2018-01-17,1,281
2018-01-18,1,229
2018-01-19,1,252
2018-01-20,1,251
2018-01-21,1,223
2018-01-22,1,239
2018-01-23,1,272
2018-01-24,1,229
2018-01-25,1,242
2018-01-26,1,300
2018-01-27,1,256
2018-01-28,1,245
2018-01-29,1,285
2018-01-30,1,260
2018-01-31,1,227
2018-02-01,1,218
2018-02-02,1,254
2018-02-03,1,276
2018-02-04,1,278
2018-02-05,1,349
2018-02-06,1,298
2018-02-07,1,296
2018-02-08,1,290
2018-02-09,0,281
2018-02-10,1,280
2018-02-11,1,310
2018-02-12,1,218
2018-02-13,1,229
2018-02-14,1,260
2018-02-15,1,301
2018-02-16,1,267
2018-02-17,1,256
2018-02-18,1,190
2018-02-19,1,217
2018-02-20,1,275
2018-02-21,1,307
2018-02-22,1,193
2018-02-23,1,277
2018-02-24,1,265
2018-02-25,1,207
2018-02-26,1,272
2018-02-27,1,257
2018-02-28,1,264
2018-03-01,1,263
2018-03-02,1,220
2018-03-03,1,226
2018-03-04,1,251
2018-03-05,0,285
2018-03-06,1,213
2018-03-07,1,319
2018-03-08,1,346
2018-03-09,1,283
2018-03-10,1,289
2018-03-11,1,311
2018-03-12,1,288
2018-03-13,1,237
2018-03-14,1,229
2018-03-15,1,280
2018-03-16,1,272
2018-03-17,1,247
2018-03-18,1,250
2018-03-19,1,245
2018-03-20,1,272
2018-03-21,1,282
2018-03-22,1,210
2018-03-23,1,262
2018-03-24,1,233
2018-03-25,1,246
2018-03-26,1,273
2018-03-27,1,284
2018-03-28,1,281
2018-03-29,0,248
2018-03-30,1,271
2018-03-31,1,260
2018-04-01,1,214
2018-04-02,1,216
2018-04-03,1,225
2018-04-04,1,269
2018-04-05,1,345
2018-04-06,1,293
2018-04-07,1,279
2018-04-08,1,254
2018-04-09,1,322
2018-04-10,1,265
2018-04-11,1,228
2018-04-12,1,274
2018-04-13,1,283
2018-04-14,1,294
2018-04-15,1,219
2018-04-16,1,199
2018-04-17,1,269
2018-04-18,1,272
2018-04-19,1,260
2018-04-20,1,315
2018-04-21,0,269
2018-04-22,0,231
2018-04-23,1,258
2018-04-24,0,271
2018-04-25,1,290
2018-04-26,1,281
2018-04-27,0,305
2018-04-28,0,285
2018-04-29,1,233
2018-04-30,1,279
2018-05-01,1,204
2018-05-02,1,270
2018-05-03,1,217
2018-05-04,0,292
2018-05-05,1,298
2018-05-06,1,317
2018-05-07,1,317
2018-05-08,0,233
2018-05-09,1,282
2018-05-10,1,343
2018-05-11,1,272
2018-05-12,1,292
2018-05-13,1,231
2018-05-14,0,260
2018-05-15,0,330
2018-05-16,1,262
2018-05-17,1,317
2018-05-18,0,317
2018-05-19,1,267
2018-05-20,1,262
2018-05-21,1,307
2018-05-22,1,294
2018-05-23,1,340
2018-05-24,0,290
2018-05-25,1,302
2018-05-26,1,292
2018-05-27,0,257
2018-05-28,1,237
2018-05-29,1,302
2018-05-30,1,302
2018-05-31,0,313
2018-06-01,1,224
2018-06-02,1,260
2018-06-03,1,263
2018-06-04,1,234
2018-06-05,1,259
2018-06-06,1,297
2018-06-07,1,277
2018-06-08,1,303
2018-06-09,1,298
2018-06-10,1,257
2018-06-11,1,247
2018-06-12,1,259
2018-06-13,1,301
2018-06-14,1,343
2018-06-15,0,381
2018-06-16,0,276
2018-06-17,1,257
2018-06-18,1,307
2018-06-19,0,292
2018-06-20,0,308
2018-06-21,1,289
2018-06-22,1,290
2018-06-23,0,279
2018-06-24,1,287
2018-06-25,1,333
2018-06-26,1,305
2018-06-27,1,337
2018-06-28,1,294
2018-06-29,0,273
2018-06-30,1,305
2018-07-01,1,208
2018-07-02,1,206
2018-07-03,1,236
2018-07-04,1,279
2018-07-05,1,309
2018-07-06,0,331
2018-07-07,1,260
2018-07-08,1,254
2018-07-09,0,290
2018-07-10,1,252
2018-07-11,1,256
2018-07-12,1,279
2018-07-13,0,286
2018-07-14,0,284
2018-07-15,1,250
2018-07-16,1,256
2018-07-17,1,251
2018-07-18,1,280
2018-07-19,1,292
2018-07-20,1,280
2018-07-21,0,281
2018-07-22,1,256
2018-07-23,1,311
2018-07-24,0,300
2018-07-25,1,311
2018-07-26,0,287
2018-07-27,0,301
2018-07-28,1,290
2018-07-29,1,267
2018-07-30,0,273
2018-07-31,0,283
2018-08-01,1,279
2018-08-02,1,290
2018-08-03,1,255
2018-08-04,1,219
2018-08-05,0,272
2018-08-06,0,317
2018-08-07,1,231
2018-08-08,1,259
2018-08-09,0,286
2018-08-10,1,228
2018-08-11,1,234
2018-08-12,1,247
2018-08-13,1,258
2018-08-14,1,304
2018-08-15,0,318
2018-08-16,1,295
2018-08-17,1,287
2018-08-18,1,272
2018-08-19,0,263
2018-08-20,0,302
2018-08-21,0,315
2018-08-22,1,284
2018-08-23,1,309
2018-08-24,0,301
2018-08-25,0,279
2018-08-26,0,244
2018-08-27,1,281
2018-08-28,0,274
2018-08-29,1,302
2018-08-30,1,285
2018-08-31,0,322
2018-09-01,1,296
2018-09-02,1,233
2018-09-03,1,291
2018-09-04,1,253
2018-09-05,0,283
2018-09-06,1,292
2018-09-07,1,300
2018-09-08,0,312
2018-09-09,0,225
2018-09-10,1,296
2018-09-11,1,249
2018-09-12,1,249
2018-09-13,1,270
2018-09-14,0,286
2018-09-15,1,237
2018-09-16,1,279
2018-09-17,1,316
2018-09-18,0,235
2018-09-19,0,333
2018-09-20,1,296
2018-09-21,1,320
2018-09-22,0,302
2018-09-23,0,261
2018-09-24,1,297
2018-09-25,1,253
2018-09-26,1,312
2018-09-27,1,307
2018-09-28,0,314
2018-09-29,0,276
2018-09-30,1,252
2018-10-01,1,284
2018-10-02,1,253
2018-10-03,1,263
2018-10-04,1,277
2018-10-05,1,315
2018-10-06,0,251
2018-10-07,1,304
2018-10-08,1,314
2018-10-09,1,267
2018-10-10,1,319
2018-10-11,1,256
2018-10-12,1,274
2018-10-13,1,251
2018-10-14,1,256
2018-10-15,1,238
2018-10-16,1,282
2018-10-17,1,254
2018-10-18,1,279
2018-10-19,1,250
2018-10-20,1,290
2018-10-21,1,189
2018-10-22,1,299
2018-10-23,1,270
2018-10-24,1,258
2018-10-25,1,289
2018-10-26,1,257
2018-10-27,1,266
2018-10-28,1,259
2018-10-29,1,251
2018-10-30,1,263
2018-10-31,1,326
2018-11-01,1,297
2018-11-02,1,206
2018-11-03,1,178
2018-11-04,0,285
2018-11-05,0,311
2018-11-06,1,323
2018-11-07,1,294
2018-11-08,1,266
2018-11-09,1,279
2018-11-10,1,267
2018-11-11,1,232
2018-11-12,1,240
2018-11-13,1,278
2018-11-14,1,279
2018-11-15,1,251
2018-11-16,1,258
2018-11-17,1,295
2018-11-18,1,244
2018-11-19,1,233
2018-11-20,1,279
2018-11-21,1,247
2018-11-22,1,134
2018-11-23,1,193
2018-11-24,1,219
2018-11-25,1,232
2018-11-26,1,273
2018-11-27,1,268
2018-11-28,1,261
2018-11-29,1,327
2018-11-30,1,307
2018-12-01,1,323
2018-12-02,1,264
2018-12-03,1,260
2018-12-04,1,306
2018-12-05,1,253
2018-12-06,1,309
2018-12-07,1,289
2018-12-08,1,256
2018-12-09,1,272
2018-12-10,1,284
2018-12-11,1,201
2018-12-12,1,253
2018-12-13,1,268
2018-12-14,1,289
2018-12-15,1,240
2018-12-16,1,284
2018-12-17,1,245
2018-12-18,1,277
2018-12-19,1,282
2018-12-20,1,242
2018-12-21,1,322
2018-12-22,1,252
2018-12-23,1,200
2018-12-24,1,181
2018-12-25,1,149
2018-12-26,1,182
2018-12-27,1,204
2018-12-28,1,226
2018-12-29,1,216
2018-12-30,1,254
2018-12-31,1,237
