Date,Won,Crimes
2014-11-15,W,237.0
2014-11-16,W,199.0
2014-11-17,L,234.0
2014-11-18,W,238.0
2014-11-19,W,226.0
2014-11-21,L,260.0
2014-11-22,L,235.0
2014-11-23,W,220.0
2014-11-24,L,219.0
2014-11-28,L,213.0
2014-11-30,L,201.0
2014-12-02,L,211.0
2014-12-03,L,253.0
2014-12-04,L,241.0
2014-12-05,L,307.0
2014-12-06,W,259.0
2014-12-07,L,214.0
2014-12-08,W,234.0
2014-12-09,W,278.0
2014-12-10,W,200.0
2014-12-11,L,248.0
2014-12-12,L,236.0
2014-12-13,L,240.0
2014-12-14,W,201.0
2014-12-15,W,245.0
2014-12-16,L,249.0
2014-12-17,W,235.0
2014-12-19,W,246.0
2014-12-21,W,173.0
2014-12-23,L,221.0
2014-12-26,L,168.0
2014-12-27,L,209.0
2014-12-28,L,206.0
2014-12-29,W,210.0
2014-12-31,W,246.0
2015-01-02,W,220.0
2015-01-03,L,245.0
2015-01-04,W,245.0
2015-01-05,L,278.0
2015-01-07,L,289.0
2015-01-07,L,235.0
2015-01-08,W,278.0
2015-01-08,W,208.0
2015-01-09,L,303.0
2015-01-10,L,263.0
2015-01-11,L,317.0
2015-01-13,W,189.0
2015-01-14,L,197.0
2015-01-15,W,267.0
2015-01-16,L,263.0
2015-01-17,L,216.0
2015-01-18,W,219.0
2015-01-19,L,210.0
2015-01-20,W,208.0
2015-01-21,L,239.0
2015-01-22,W,236.0
2015-01-23,W,267.0
2015-01-25,L,188.0
2015-01-26,W,240.0
2015-01-28,L,149.0
2015-01-29,W,220.0
2015-01-30,L,230.0
2015-01-31,W,184.0
2015-02-01,L,228.0
2015-02-04,W,222.0
2015-02-05,L,216.0
2015-02-06,W,213.0
2015-02-07,W,272.0
2015-02-07,W,223.0
2015-02-08,L,242.0
2015-02-08,L,194.0
2015-02-09,L,298.0
2015-02-10,L,307.0
2015-02-12,L,287.0
2015-02-13,L,251.0
2015-02-16,L,218.0
2015-02-18,L,214.0
2015-02-20,L,241.0
2015-02-22,L,239.0
2015-02-23,W,235.0
2015-02-24,L,234.0
2015-02-25,W,232.0
2015-02-27,W,250.0
2015-02-28,W,241.0
2015-03-01,L,179.0
2015-03-02,W,190.0
2015-03-03,L,266.0
2015-03-04,L,248.0
2015-03-05,L,209.0
2015-03-06,W,223.0
2015-03-07,L,270.0
2015-03-07,L,231.0
2015-03-10,L,264.0
2015-03-11,L,313.0
2015-03-12,W,247.0
2015-03-13,W,247.0
2015-03-14,W,211.0
2015-03-15,L,252.0
2015-03-16,W,233.0
2015-03-17,L,246.0
2015-03-18,L,203.0
2015-03-19,L,197.0
2015-03-20,L,234.0
2015-03-21,L,215.0
2015-03-22,L,188.0
2015-03-23,W,204.0
2015-03-25,L,226.0
2015-03-26,L,239.0
2015-03-27,W,236.0
2015-03-28,W,231.0
2015-03-29,L,197.0
2015-03-30,W,214.0
2015-03-31,W,221.0
2015-04-01,L,154.0
2015-04-02,W,254.0
2015-04-03,W,262.0
2015-04-04,W,222.0
2015-04-05,L,250.0
2015-04-06,L,238.0
2015-04-07,W,211.0
2015-04-07,W,254.0
2015-04-08,L,214.0
2015-04-08,L,276.0
2015-04-09,W,281.0
2015-04-10,L,230.0
2015-04-11,L,284.0
2015-04-12,L,316.0
2015-04-13,W,233.0
2015-04-14,W,239.0
2015-04-15,L,249.0
2015-04-17,W-wo,277.0
2015-04-18,L,235.0
2015-04-19,L,195.0
2015-04-20,W,211.0
2015-04-21,W,215.0
2015-04-22,L,235.0
2015-04-23,L-wo,228.0
2015-04-24,W,243.0
2015-04-25,L-wo,223.0
2015-04-26,L,196.0
2015-04-27,W-wo,245.0
2015-04-28,L,235.0
2015-04-29,W,227.0
2015-05-01,L,223.0
2015-05-03,L,226.0
2015-05-05,W,229.0
2015-05-06,W,246.0
2015-05-07,W,248.0
2015-05-07,W,205.0
2015-05-08,W,302.0
2015-05-08,W,240.0
2015-05-09,W,242.0
2015-05-11,L,252.0
2015-05-12,L,235.0
2015-05-13,W,220.0
2015-05-14,W,233.0
2015-05-15,L-wo,277.0
2015-05-16,W,241.0
2015-05-17,L,223.0
2015-05-19,W,207.0
2015-05-20,L,248.0
2015-05-21,L,228.0
2015-05-22,L,263.0
2015-05-23,W,231.0
2015-05-24,W,194.0
2015-05-25,L,207.0
2015-05-26,L,268.0
2015-05-27,L,249.0
2015-05-28,W,267.0
2015-05-29,L,287.0
2015-05-30,L,271.0
2015-05-31,L-wo,187.0
2015-06-02,W,249.0
2015-06-03,W,247.0
2015-06-04,W,232.0
2015-06-05,L,265.0
2015-06-06,W,231.0
2015-06-08,L,276.0
2015-06-08,L,210.0
2015-06-09,W,234.0
2015-06-11,W,301.0
2015-06-12,L,260.0
2015-06-13,L,214.0
2015-06-14,L,197.0
2015-06-15,L,249.0
2015-06-15,L,180.0
2015-06-16,W,178.0
2015-06-16,W,258.0
2015-06-17,L,235.0
2015-06-17,L,205.0
2015-06-18,W,265.0
2015-06-18,W,294.0
2015-06-19,W,289.0
2015-06-19,W,248.0
2015-06-20,L,261.0
2015-06-20,L,227.0
2015-06-21,W,168.0
2015-06-21,W,186.0
2015-06-23,L,225.0
2015-06-23,L,266.0
2015-06-24,W,276.0
2015-06-24,W,240.0
2015-06-25,L,293.0
2015-06-25,L,258.0
2015-06-26,W,273.0
2015-06-26,W,235.0
2015-06-27,L,252.0
2015-06-27,L,310.0
2015-06-28,W,203.0
2015-06-28,W,237.0
2015-06-29,W,252.0
2015-06-29,W,219.0
2015-06-30,W,226.0
2015-06-30,W,259.0
2015-07-01,W,222.0
2015-07-02,L,242.0
2015-07-03,W,215.0
2015-07-06,W,240.0
2015-07-07,W,227.0
2015-07-07,W,261.0
2015-07-08,W,300.0
2015-07-08,W,226.0
2015-07-09,W,244.0
2015-07-11,L,275.0
2015-07-12,W,304.0
2015-07-17,L-wo,297.0
2015-07-17,L-wo,235.0
2015-07-18,L,239.0
2015-07-18,L,208.0
2015-07-20,L,223.0
2015-07-20,L,278.0
2015-07-21,L,240.0
2015-07-21,L,276.0
2015-07-22,L,270.0
2015-07-22,L,220.0
2015-07-23,L-wo,253.0
2015-07-23,L-wo,290.0
2015-07-24,W-wo,301.0
2015-07-24,W-wo,245.0
2015-07-25,L,269.0
2015-07-25,L,232.0
2015-07-26,W,169.0
2015-07-26,W,197.0
2015-07-27,L,234.0
2015-07-27,L,282.0
2015-07-28,L,222.0
2015-07-28,L,264.0
2015-07-29,L,233.0
2015-07-29,L,275.0
2015-07-30,W,266.0
2015-07-30,W,218.0
2015-07-31,W,290.0
2015-07-31,W,230.0
2015-08-01,W,203.0
2015-08-02,L,220.0
2015-08-03,L,184.0
2015-08-04,L,201.0
2015-08-05,L,245.0
2015-08-07,W,262.0
2015-08-07,W,226.0
2015-08-08,L,182.0
2015-08-08,L,252.0
2015-08-09,L,292.0
2015-08-10,L,288.0
2015-08-11,W,245.0
2015-08-14,W,293.0
2015-08-15,W,257.0
2015-08-16,L,212.0
2015-08-17,L,283.0
2015-08-18,W,302.0
2015-08-19,W,259.0
2015-08-20,W,266.0
2015-08-21,W,286.0
2015-08-22,L,282.0
2015-08-23,L,219.0
2015-08-24,W,267.0
2015-08-25,L,288.0
2015-08-26,W,298.0
2015-08-28,W,271.0
2015-08-29,W,295.0
2015-08-30,L,259.0
2015-08-31,W,304.0
2015-09-01,L,229.0
2015-09-03,W,225.0
2015-09-04,W,197.0
2015-09-05,L,190.0
2015-09-06,L,194.0
2015-09-08,W,141.0
2015-09-08,W,221.0
2015-09-09,W,299.0
2015-09-12,W,288.0
2015-09-13,W,240.0
2015-09-14,L,263.0
2015-09-15,L-wo,302.0
2015-09-16,W,281.0
2015-09-18,L,303.0
2015-09-19,W,326.0
2015-09-20,W,269.0
2015-09-21,W,297.0
2015-09-22,L,272.0
2015-09-23,L,291.0
2015-09-24,L,285.0
2015-09-25,W,342.0
2015-09-26,W,278.0
2015-09-27,W,261.0
2015-09-28,W,291.0
2015-09-29,W,272.0
2015-09-30,W,227.0
2015-10-01,W,196.0
2015-10-02,L,217.0
2015-10-03,W,240.0
2015-10-04,W,250.0
2015-10-05,W,211.0
2015-10-06,L,260.0
2015-10-07,L,259.0
2015-10-07,L,309.0
2015-10-09,W,281.0
2015-10-10,L,258.0
2015-10-11,W,248.0
2015-10-14,W,294.0
2015-10-17,W,246.0
2015-10-18,W,211.0
2015-10-21,L,287.0
2015-10-23,W,318.0
2015-10-25,W,225.0
2015-10-27,W,269.0
2015-10-28,W,257.0
2015-10-29,W,238.0
2015-10-30,L,275.0
2015-10-31,W,306.0
2015-11-02,W,221.0
2015-11-03,W,259.0
2015-11-04,W,226.0
2015-11-05,W,217.0
2015-11-06,L,223.0
2015-11-07,W,215.0
2015-11-07,W,253.0
2015-11-08,L-wo,253.0
2015-11-09,L,273.0
2015-11-10,W,260.0
2015-11-11,L,233.0
2015-11-12,L,269.0
2015-11-13,W,274.0
2015-11-14,W,283.0
2015-11-15,W,231.0
2015-11-16,W,258.0
2015-11-17,L,276.0
2015-11-18,L,234.0
2015-11-19,W,287.0
2015-11-20,W,319.0
2015-11-21,W,256.0
2015-11-22,L,227.0
2015-11-23,W,269.0
2015-11-24,L,206.0
2015-11-25,W,282.0
2015-11-27,W,243.0
2015-11-29,L,190.0
2015-11-30,W,226.0
2015-12-01,W,219.0
2015-12-03,W,219.0
2015-12-04,L,235.0
2015-12-05,L,245.0
2015-12-06,L,234.0
2015-12-07,L,262.0
2015-12-07,L,228.0
2015-12-08,L,250.0
2015-12-09,W,305.0
2015-12-10,L,232.0
2015-12-11,L,294.0
2015-12-12,W,276.0
2015-12-13,W,211.0
2015-12-14,L,270.0
2015-12-15,L,282.0
2015-12-16,L,253.0
2015-12-18,L,307.0
2015-12-20,W,244.0
2015-12-21,W,310.0
2015-12-22,L,280.0
2015-12-23,W,259.0
2015-12-26,W,189.0
2015-12-27,L,215.0
2015-12-29,W,206.0
2015-12-30,L,220.0
2016-01-01,L,359.0
2016-01-03,W,277.0
2016-01-04,W,353.0
2016-01-05,W,276.0
2016-01-06,L,316.0
2016-01-07,W,289.0
2016-01-08,W,337.0
2016-01-10,L,317.0
2016-01-11,W,347.0
2016-01-12,W,316.0
2016-01-13,W,238.0
2016-01-15,W,321.0
2016-01-16,W,238.0
2016-01-18,L,231.0
2016-01-19,W,242.0
2016-01-20,L,243.0
2016-01-21,L,237.0
2016-01-22,W,267.0
2016-01-23,W,252.0
2016-01-24,L,197.0
2016-01-25,W,237.0
2016-01-26,L,255.0
2016-01-27,W,260.0
2016-01-29,W,300.0
2016-01-31,L,253.0
2016-02-01,L,260.0
2016-02-02,W,307.0
2016-02-03,W,218.0
2016-02-06,L,308.0
2016-02-07,L,269.0
2016-02-08,L,275.0
2016-02-09,W,319.0
2016-02-10,L,252.0
2016-02-11,W,308.0
2016-02-12,W,301.0
2016-02-13,W,199.0
2016-02-14,L,198.0
2016-02-16,W,268.0
2016-02-18,L,236.0
2016-02-19,L,284.0
2016-02-20,W,286.0
2016-02-21,W,238.0
2016-02-22,L,268.0
2016-02-24,W,228.0
2016-02-25,W,292.0
2016-02-26,W,272.0
2016-02-27,W,306.0
2016-02-28,L,224.0
2016-02-29,W,277.0
2016-03-01,L,193.0
2016-03-02,W,247.0
2016-03-03,W,244.0
2016-03-04,W,233.0
2016-03-05,L,226.0
2016-03-06,L,330.0
2016-03-07,W,231.0
2016-03-08,L,298.0
2016-03-09,W,261.0
2016-03-11,L,272.0
2016-03-12,W,253.0
2016-03-15,L,260.0
2016-03-16,L,279.0
2016-03-18,L,305.0
2016-03-19,L,287.0
2016-03-20,W,309.0
2016-03-21,W,238.0
2016-03-23,W,260.0
2016-03-24,L,282.0
2016-03-26,W,284.0
2016-03-28,L,260.0
2016-03-29,L,278.0
2016-03-31,L,302.0
2016-04-01,W,229.0
2016-04-02,W,259.0
2016-04-03,W,254.0
2016-04-05,W,230.0
2016-04-06,W,290.0
2016-04-07,W,284.0
2016-04-08,W,279.0
2016-04-09,L-wo,249.0
2016-04-12,W,262.0
2016-04-13,W,303.0
2016-04-15,W,292.0
2016-04-16,W,239.0
2016-04-17,L,252.0
2016-04-18,L,264.0
2016-04-19,L,253.0
2016-04-20,W,287.0
2016-04-21,L,254.0
2016-04-22,W,245.0
2016-04-23,L,273.0
2016-04-24,W,277.0
2016-04-25,W,285.0
2016-04-26,W,276.0
2016-04-27,W,285.0
2016-04-28,L,229.0
2016-04-29,W,297.0
2016-04-30,W,247.0
2016-05-01,L,261.0
2016-05-02,W,233.0
2016-05-03,L,218.0
2016-05-04,W,259.0
2016-05-05,W,300.0
2016-05-06,L,241.0
2016-05-07,L,324.0
2016-05-08,W,275.0
2016-05-09,L,259.0
2016-05-11,L,301.0
2016-05-12,L,261.0
2016-05-13,L,289.0
2016-05-14,W-wo,255.0
2016-05-15,W,243.0
2016-05-17,L,282.0
2016-05-18,L,284.0
2016-05-20,L,262.0
2016-05-21,W,286.0
2016-05-22,W,272.0
2016-05-24,W,303.0
2016-05-25,W,287.0
2016-05-26,L,303.0
2016-05-27,L,269.0
2016-05-28,L-wo,286.0
2016-05-29,W,260.0
2016-05-30,W,252.0
2016-05-31,W,337.0
2016-06-01,L,262.0
2016-06-02,W,244.0
2016-06-04,L,263.0
2016-06-05,L,301.0
2016-06-07,W,309.0
2016-06-08,L,259.0
2016-06-09,W,238.0
2016-06-11,L,252.0
2016-06-14,L,300.0
2016-06-15,W,331.0
2016-06-16,L,320.0
2016-06-17,L,290.0
2016-06-18,W,260.0
2016-06-19,W,238.0
2016-06-20,L,308.0
2016-06-21,L,286.0
2016-06-22,L,297.0
2016-06-23,W-wo,300.0
2016-06-24,W,312.0
2016-06-25,L,239.0
2016-06-26,L,255.0
2016-06-27,L,249.0
2016-06-28,W,247.0
2016-06-29,L,298.0
2016-07-01,L,305.0
2016-07-02,W,212.0
2016-07-03,W,271.0
2016-07-04,W,313.0
2016-07-05,L,250.0
2016-07-06,W,338.0
2016-07-08,L,255.0
2016-07-09,W,257.0
2016-07-11,W,261.0
2016-07-12,W,299.0
2016-07-15,W,272.0
2016-07-16,W,308.0
2016-07-17,L,257.0
2016-07-19,W,263.0
2016-07-20,W,270.0
2016-07-21,W,287.0
2016-07-22,L,269.0
2016-07-23,L,308.0
2016-07-24,W,252.0
2016-07-25,L,288.0
2016-07-26,L,285.0
2016-07-27,L,314.0
2016-07-28,L-wo,299.0
2016-07-29,W,288.0
2016-07-30,L,271.0
2016-07-31,W,283.0
2016-08-01,W,287.0
2016-08-03,W,252.0
2016-08-04,W,278.0
2016-08-05,W,237.0
2016-08-06,L,284.0
2016-08-07,W,286.0
2016-08-11,L,247.0
2016-08-12,L,301.0
2016-08-13,W,254.0
2016-08-14,W,288.0
2016-08-15,W,336.0
2016-08-16,W,310.0
2016-08-17,W,312.0
2016-08-18,L,311.0
2016-08-19,W,283.0
2016-08-20,W,295.0
2016-08-21,L,254.0
2016-08-22,W,313.0
2016-08-23,W,299.0
2016-08-24,L-wo,295.0
2016-08-25,L,247.0
2016-08-26,L,267.0
2016-08-27,W,277.0
2016-08-28,L,285.0
2016-08-29,W,290.0
2016-08-30,L,304.0
2016-08-31,W,275.0
2016-09-01,L,228.0
2016-09-02,L,239.0
2016-09-03,W,277.0
2016-09-04,W,280.0
2016-09-05,W,279.0
2016-09-07,W,231.0
2016-09-08,W,310.0
2016-09-09,W,263.0
2016-09-10,W,229.0
2016-09-11,L,243.0
2016-09-12,L,278.0
2016-09-13,L,288.0
2016-09-14,L,293.0
2016-09-15,W-wo,278.0
2016-09-16,W,355.0
2016-09-17,W,275.0
2016-09-18,W,272.0
2016-09-19,W,288.0
2016-09-20,W,293.0
2016-09-21,W,301.0
2016-09-22,W,287.0
2016-09-23,W,317.0
2016-09-24,W,304.0
2016-09-25,W,278.0
2016-09-27,L,286.0
2016-09-28,L-wo,272.0
2016-09-29,L,287.0
2016-09-30,W,292.0
2016-10-01,L,184.0
2016-10-02,W,263.0
2016-10-03,L,245.0
2016-10-04,L,222.0
2016-10-05,W,280.0
2016-10-06,W,305.0
2016-10-07,W,245.0
2016-10-08,L,328.0
2016-10-09,L,263.0
2016-10-11,W,291.0
2016-10-12,L,231.0
2016-10-13,W,260.0
2016-10-15,L,304.0
2016-10-16,W,240.0
2016-10-17,W,288.0
2016-10-20,W,254.0
2016-10-22,L,253.0
2016-10-23,W,259.0
2016-10-25,L,253.0
2016-10-26,W,281.0
2016-10-27,L,272.0
2016-10-29,W,271.0
2016-10-30,W,239.0
2016-11-01,L,245.0
2016-11-02,W,240.0
2016-11-03,L,260.0
2016-11-04,L,308.0
2016-11-05,W,306.0
2016-11-06,W,261.0
2016-11-08,L,297.0
2016-11-09,W,265.0
2016-11-11,W,295.0
2016-11-12,L,245.0
2016-11-13,L,205.0
2016-11-14,L,254.0
2016-11-16,W,298.0
2016-11-17,L,308.0
2016-11-18,L,277.0
2016-11-19,W,264.0
2016-11-20,W,258.0
2016-11-21,W,267.0
2016-11-22,L,269.0
2016-11-23,W,264.0
2016-11-24,L,149.0
2016-11-25,L,241.0
2016-11-27,W,213.0
2016-11-28,W,258.0
2016-11-29,L,266.0
2016-11-30,L,244.0
2016-12-01,L,273.0
2016-12-03,W,297.0
2016-12-04,L,265.0
2016-12-05,W,308.0
2016-12-06,L-wo,241.0
2016-12-08,W,271.0
2016-12-09,W,298.0
2016-12-11,W,269.0
2016-12-12,W,261.0
2016-12-14,L,248.0
2016-12-15,L,279.0
2016-12-16,W,243.0
2016-12-18,W,252.0
2016-12-20,W,251.0
2016-12-22,W,281.0
2016-12-23,L,267.0
2016-12-24,W,195.0
2016-12-25,W,140.0
2016-12-27,W,224.0
2016-12-29,L,276.0
2016-12-30,W,233.0
2016-12-31,W,266.0
2017-01-01,W,288.0
2017-01-02,W,271.0
2017-01-03,W,310.0
2017-01-04,W,300.0
2017-01-05,L,341.0
2017-01-06,L,337.0
2017-01-07,W,337.0
2017-01-08,W-wo,356.0
2017-01-09,W,383.0
2017-01-10,L,322.0
2017-01-11,W,319.0
2017-01-13,W,264.0
2017-01-14,W,247.0
2017-01-16,W,223.0
2017-01-18,L,249.0
2017-01-20,L,277.0
2017-01-21,L,282.0
2017-01-22,W,237.0
2017-01-24,L,263.0
2017-01-25,W,297.0
2017-01-26,W,273.0
2017-01-27,W,288.0
2017-01-28,W,288.0
2017-01-30,W,261.0
2017-01-31,W,228.0
2017-02-01,L,220.0
2017-02-03,L,273.0
2017-02-04,W,276.0
2017-02-05,W,318.0
2017-02-06,L,330.0
2017-02-07,W,249.0
2017-02-09,L,276.0
2017-02-11,W,290.0
2017-02-12,W,269.0
2017-02-13,W,260.0
2017-02-15,W,316.0
2017-02-16,L,292.0
2017-02-19,W,224.0
2017-02-22,L,259.0
2017-02-23,W,277.0
2017-02-24,L,354.0
2017-02-26,W,243.0
2017-02-27,L,279.0
2017-02-28,W,267.0
2017-03-01,W,230.0
2017-03-02,W,261.0
2017-03-03,W,269.0
2017-03-04,W,275.0
2017-03-05,W,272.0
2017-03-06,W,293.0
2017-03-07,W,301.0
2017-03-08,W,334.0
2017-03-09,L,236.0
2017-03-11,W,320.0
2017-03-12,W,248.0
2017-03-13,W,272.0
2017-03-15,W,229.0
2017-03-16,L,290.0
2017-03-17,W,312.0
2017-03-19,L,231.0
2017-03-20,W,320.0
2017-03-21,L,276.0
2017-03-22,W,253.0
2017-03-23,L,258.0
2017-03-24,W,283.0
2017-03-25,W,247.0
2017-03-26,W,235.0
2017-03-28,W,233.0
2017-03-29,L,265.0
2017-03-30,W,302.0
2017-03-31,W,317.0
2017-04-02,L,249.0
2017-04-03,W,209.0
2017-04-04,W,255.0
2017-04-05,L,317.0
2017-04-06,W,236.0
2017-04-07,W,273.0
2017-04-08,W-wo,363.0
2017-04-09,L,220.0
2017-04-11,L,277.0
2017-04-12,W,272.0
2017-04-13,W,313.0
2017-04-14,L,274.0
2017-04-15,W,251.0
2017-04-16,W,250.0
2017-04-17,W,259.0
2017-04-18,W,265.0
2017-04-19,L,285.0
2017-04-20,W,244.0
2017-04-21,L,276.0
2017-04-22,L,242.0
2017-04-23,W,274.0
2017-04-26,L,260.0
2017-04-27,L,274.0
2017-04-28,W,305.0
2017-04-29,L,302.0
2017-04-30,W,244.0
2017-05-01,L,268.0
2017-05-02,W,212.0
2017-05-03,L,207.0
2017-05-04,W-wo,256.0
2017-05-05,L-wo,310.0
2017-05-07,L,325.0
2017-05-08,W,260.0
2017-05-09,W-wo,291.0
2017-05-10,W,296.0
2017-05-11,W,273.0
2017-05-13,W,293.0
2017-05-14,L,228.0
2017-05-15,W,247.0
2017-05-16,W,360.0
2017-05-17,W,328.0
2017-05-18,L,296.0
2017-05-19,L-wo,335.0
2017-05-20,L,292.0
2017-05-21,W,251.0
2017-05-23,W,272.0
2017-05-24,W,319.0
2017-05-25,W,262.0
2017-05-26,W,294.0
2017-05-27,W,245.0
2017-05-28,L,236.0
2017-05-29,L,223.0
2017-05-30,W,289.0
2017-05-31,W,296.0
2017-06-01,W,279.0
2017-06-03,L,252.0
2017-06-04,L,254.0
2017-06-05,W,263.0
2017-06-06,W,272.0
2017-06-07,L,301.0
2017-06-08,W,249.0
2017-06-09,W,257.0
2017-06-11,W,281.0
2017-06-12,W,301.0
2017-06-13,W-wo,339.0
2017-06-14,W,315.0
2017-06-15,L,346.0
2017-06-16,W,334.0
2017-06-17,L,261.0
2017-06-18,W,243.0
2017-06-19,L,286.0
2017-06-20,W,288.0
2017-06-21,L,308.0
2017-06-23,W,309.0
2017-06-24,L,294.0
2017-06-25,L,328.0
2017-06-26,W,321.0
2017-06-27,W,305.0
2017-06-28,L,336.0
2017-06-29,W,314.0
2017-06-30,W,284.0
2017-07-01,W,229.0
2017-07-04,L,299.0
2017-07-05,W,248.0
2017-07-06,L,291.0
2017-07-07,W,276.0
2017-07-09,L,324.0
2017-07-12,W,272.0
2017-07-14,W-wo,313.0
2017-07-15,L,271.0
2017-07-16,L,275.0
2017-07-17,L,313.0
2017-07-18,W-wo,314.0
2017-07-19,W,302.0
2017-07-20,L,274.0
2017-07-21,W,312.0
2017-07-22,L,329.0
2017-07-23,L,222.0
2017-07-24,L,251.0
2017-07-25,L-wo,305.0
2017-07-26,W,316.0
2017-07-28,L,286.0
2017-07-29,W-wo,305.0
2017-07-30,L,261.0
2017-07-31,W,352.0
2017-08-01,L,193.0
2017-08-02,L,313.0
2017-08-03,W,279.0
2017-08-04,L,252.0
2017-08-06,L,325.0
2017-08-07,L,295.0
2017-08-08,W,290.0
2017-08-09,W,357.0
2017-08-11,W,260.0
2017-08-12,L,282.0
2017-08-13,W,260.0
2017-08-14,L,320.0
2017-08-15,W,279.0
2017-08-16,W-wo,326.0
2017-08-18,W,301.0
2017-08-19,L,296.0
2017-08-20,W,286.0
2017-08-21,L-wo,285.0
2017-08-22,W,307.0
2017-08-23,W,308.0
2017-08-24,L,302.0
2017-08-25,L,278.0
2017-08-26,L,266.0
2017-08-27,L,279.0
2017-08-28,W,299.0
2017-08-29,W,273.0
2017-08-30,W,247.0
2017-08-31,L,326.0
2017-09-02,W,220.0
2017-09-04,W,229.0
2017-09-05,L,287.0
2017-09-06,W,258.0
2017-09-07,L,242.0
2017-09-08,W,321.0
2017-09-09,W,272.0
2017-09-10,L,214.0
2017-09-12,W,260.0
2017-09-13,L,322.0
2017-09-14,W,288.0
2017-09-15,W,357.0
2017-09-16,W,330.0
2017-09-17,L,289.0
2017-09-18,W,258.0
2017-09-19,W,283.0
2017-09-20,W,277.0
2017-09-22,W,369.0
2017-09-23,W,317.0
2017-09-24,W,295.0
2017-09-25,L,329.0
2017-09-26,L,336.0
2017-09-27,W,313.0
2017-09-28,L,311.0
2017-09-29,L,288.0
2017-09-30,W,243.0
2017-10-01,L,263.0
2017-10-03,L,276.0
2017-10-04,L,272.0
2017-10-05,L,251.0
2017-10-06,W,305.0
2017-10-09,L,247.0
2017-10-11,W,315.0
2017-10-12,W,209.0
2017-10-14,W,262.0
2017-10-15,W,268.0
2017-10-17,L,261.0
2017-10-18,L,293.0
2017-10-19,W,322.0
2017-10-20,W,301.0
2017-10-21,L,294.0
2017-10-22,W,249.0
2017-10-24,W,300.0
2017-10-26,W,279.0
2017-10-28,W,282.0
2017-10-29,W,262.0
2017-10-30,W,305.0
2017-11-01,W,269.0
2017-11-02,W,233.0
2017-11-03,W,256.0
2017-11-04,W,279.0
2017-11-05,W,257.0
2017-11-06,L,296.0
2017-11-08,L,285.0
2017-11-10,L,279.0
2017-11-11,L,245.0
2017-11-12,L,226.0
2017-11-14,W,270.0
2017-11-15,L,275.0
2017-11-16,W,278.0
2017-11-18,W,273.0
2017-11-19,W,246.0
2017-11-20,W,277.0
2017-11-22,L,230.0
2017-11-24,W,222.0
2017-11-25,W,242.0
2017-11-26,W,208.0
2017-11-27,L,261.0
2017-11-29,W,308.0
2017-11-30,W,273.0
2017-12-01,L,257.0
2017-12-02,W,225.0
2017-12-03,W,216.0
2017-12-04,L,287.0
2017-12-05,L,299.0
2017-12-06,W-wo,287.0
2017-12-08,W,318.0
2017-12-09,W,284.0
2017-12-11,W,201.0
2017-12-13,W,229.0
2017-12-14,L,240.0
2017-12-15,L,300.0
2017-12-16,W,244.0
2017-12-17,W,220.0
2017-12-18,W,239.0
2017-12-19,W,257.0
2017-12-20,L,304.0
2017-12-21,L,259.0
2017-12-23,W,221.0
2017-12-24,W,205.0
2017-12-25,L,141.0
2017-12-27,W,212.0
2017-12-28,W,220.0
2017-12-30,W,210.0
2017-12-31,W,227.0
2018-01-02,W,288.0
2018-01-03,W,277.0
2018-01-04,W,248.0
2018-01-05,L,311.0
2018-01-06,L,328.0
2018-01-07,L,284.0
2018-01-09,W,335.0
2018-01-11,W,320.0
2018-01-12,W,296.0
2018-01-13,W,290.0
2018-01-15,L,245.0
2018-01-16,L,241.0
2018-01-17,W,281.0
2018-01-18,L,229.0
2018-01-20,W,251.0
2018-01-21,W,223.0
2018-01-23,L,272.0
2018-01-24,W,229.0
2018-01-25,W,242.0
2018-01-27,L,256.0
2018-01-29,W,285.0
2018-01-30,L,260.0
2018-01-31,W,227.0
2018-02-01,W,218.0
2018-02-02,W,254.0
2018-02-04,W,278.0
2018-02-05,W,349.0
2018-02-06,W,298.0
2018-02-07,W,296.0
2018-02-08,W,290.0
2018-02-09,L,281.0
2018-02-12,W,218.0
2018-02-13,W,229.0
2018-02-14,L,260.0
2018-02-17,L,256.0
2018-02-19,W,217.0
2018-02-20,W,275.0
2018-02-23,W,277.0
2018-02-24,W,265.0
2018-02-25,L,207.0
2018-02-26,W,272.0
2018-02-27,W,257.0
2018-02-28,W,264.0
2018-03-01,W,263.0
2018-03-02,W,220.0
2018-03-03,L,226.0
2018-03-04,W,251.0
2018-03-05,L,285.0
2018-03-06,W,213.0
2018-03-07,W,319.0
2018-03-08,W,346.0
2018-03-09,W,283.0
2018-03-10,L,289.0
2018-03-11,L,311.0
2018-03-13,W,237.0
2018-03-14,L,229.0
2018-03-15,L,280.0
2018-03-16,W,272.0
2018-03-17,W,247.0
2018-03-18,L,250.0
2018-03-19,L,245.0
2018-03-20,W,272.0
2018-03-21,L,282.0
2018-03-23,W,262.0
2018-03-25,W,246.0
2018-03-26,W,273.0
2018-03-27,L,284.0
2018-03-28,W,281.0
2018-03-29,L,248.0
2018-03-30,W,271.0
2018-03-31,W,260.0
2018-04-02,L,216.0
2018-04-04,L,269.0
2018-04-05,W,345.0
2018-04-07,W,279.0
2018-04-08,W,254.0
2018-04-09,W,322.0
2018-04-10,W,265.0
2018-04-11,W,228.0
2018-04-12,L,274.0
2018-04-13,W,283.0
2018-04-14,W,294.0
2018-04-15,W,219.0
2018-04-16,L,199.0
