Date,Won,Crimes
2018-04-17,W,269.0
2018-04-18,W,272.0
2018-04-19,W,260.0
2018-04-20,W,315.0
2018-04-21,L,269.0
2018-04-22,L,231.0
2018-04-23,L,258.0
2018-04-24,L-wo,271.0
2018-04-25,W,290.0
2018-04-26,W,281.0
2018-04-27,L,305.0
2018-04-28,L,285.0
2018-04-29,W,233.0
2018-04-30,W,279.0
2018-05-01,W,204.0
2018-05-03,W,217.0
2018-05-04,W-wo,292.0
2018-05-05,W,298.0
2018-05-06,W,317.0
2018-05-08,W-wo,233.0
2018-05-09,W,282.0
2018-05-11,L,272.0
2018-05-13,W,231.0
2018-05-14,L,260.0
2018-05-15,L,330.0
2018-05-16,W,262.0
2018-05-17,W,317.0
2018-05-18,L,317.0
2018-05-19,W,267.0
2018-05-20,W,262.0
2018-05-21,L,307.0
2018-05-22,W,294.0
2018-05-23,W,340.0
2018-05-24,L,290.0
2018-05-25,W,302.0
2018-05-26,W,292.0
2018-05-27,L,257.0
2018-05-28,W,237.0
2018-05-29,W,302.0
2018-05-30,W,302.0
2018-05-31,L,313.0
2018-06-01,W,224.0
2018-06-02,L,260.0
2018-06-03,W,263.0
2018-06-04,W,234.0
2018-06-05,W,259.0
2018-06-06,W,297.0
2018-06-07,W,277.0
2018-06-12,W,259.0
2018-06-13,W,301.0
2018-06-14,W,343.0
2018-06-15,L,381.0
2018-06-16,L,276.0
2018-06-17,W,257.0
2018-06-19,L,292.0
2018-06-20,L,308.0
2018-06-21,W,289.0
2018-06-22,W,290.0
2018-06-23,L,279.0
2018-06-24,W,287.0
2018-06-26,W,305.0
2018-06-27,W,337.0
2018-06-28,W,294.0
2018-06-29,L,273.0
2018-06-30,W,305.0
2018-07-01,L,208.0
2018-07-02,W,206.0
2018-07-04,W,279.0
2018-07-05,L,309.0
2018-07-06,L,331.0
2018-07-07,W,260.0
2018-07-08,W,254.0
2018-07-09,L,290.0
2018-07-13,L,286.0
2018-07-14,W-wo,284.0
2018-07-15,W,250.0
2018-07-20,W,280.0
2018-07-21,L,281.0
2018-07-22,W,256.0
2018-07-23,W,311.0
2018-07-24,L,300.0
2018-07-26,L,287.0
2018-07-27,W-wo,301.0
2018-07-28,W,290.0
2018-07-29,W,267.0
2018-07-30,W-wo,273.0
2018-07-31,L,283.0
2018-08-02,W,290.0
2018-08-03,W,255.0
2018-08-04,W,219.0
2018-08-05,L,272.0
2018-08-06,L,317.0
2018-08-07,W,231.0
2018-08-08,W,259.0
2018-08-09,L,286.0
2018-08-10,W,228.0
2018-08-11,W,234.0
2018-08-12,W,247.0
2018-08-14,W,304.0
2018-08-15,L,318.0
2018-08-17,W,287.0
2018-08-18,W,272.0
2018-08-19,L,263.0
2018-08-20,L,302.0
2018-08-21,L,315.0
2018-08-22,W,284.0
2018-08-23,W,309.0
2018-08-24,L,301.0
2018-08-25,L,279.0
2018-08-26,L,244.0
2018-08-28,W-wo,274.0
2018-08-29,W,302.0
2018-08-30,W,285.0
2018-08-31,L,322.0
2018-09-02,L,233.0
2018-09-05,L,283.0
2018-09-06,W,292.0
2018-09-07,W,300.0
2018-09-08,L,312.0
2018-09-09,W-wo,225.0
2018-09-11,L,249.0
2018-09-12,L,249.0
2018-09-13,W,270.0
2018-09-14,L,286.0
2018-09-15,W,237.0
2018-09-16,W,279.0
2018-09-18,L,235.0
2018-09-19,L,333.0
2018-09-20,W,296.0
2018-09-21,W,320.0
2018-09-22,L-wo,302.0
2018-09-23,L-wo,261.0
2018-09-24,W,297.0
2018-09-26,W,312.0
2018-09-28,L,314.0
2018-09-29,L,276.0
2018-09-30,W,252.0
2018-10-02,L,253.0
2018-10-03,W,263.0
2018-10-04,W,277.0
2018-10-05,W,315.0
2018-10-06,L,251.0
2018-10-07,W,304.0
2018-10-08,W,314.0
2018-10-11,W,256.0
2018-10-12,W,274.0
2018-10-13,W,251.0
2018-10-14,W,256.0
2018-10-16,W,282.0
2018-10-17,L,254.0
2018-10-18,L,279.0
2018-10-19,L,250.0
2018-10-20,W,290.0
2018-10-21,W,189.0
2018-10-22,L,299.0
2018-10-23,W,270.0
2018-10-25,W,289.0
2018-10-27,W,266.0
2018-10-29,W,251.0
2018-10-30,W,263.0
2018-11-01,W,297.0
2018-11-02,L,206.0
2018-11-03,L,178.0
2018-11-04,L,285.0
2018-11-05,L-wo,311.0
2018-11-06,W,323.0
2018-11-07,W,294.0
2018-11-08,W,266.0
2018-11-09,W,279.0
2018-11-10,W,267.0
2018-11-11,L,232.0
2018-11-12,W,240.0
2018-11-14,W,279.0
2018-11-16,W,258.0
2018-11-17,L,295.0
2018-11-19,L,233.0
2018-11-21,L,247.0
2018-11-23,W,193.0
2018-11-24,L,219.0
2018-11-25,W,232.0
2018-11-26,W,273.0
2018-11-29,W,327.0
2018-11-30,W,307.0
2018-12-04,W,306.0
2018-12-05,W,253.0
2018-12-06,W,309.0
2018-12-07,W,289.0
2018-12-08,W,256.0
2018-12-09,W,272.0
2018-12-12,W,253.0
2018-12-14,W,289.0
2018-12-15,L,240.0
2018-12-16,L,284.0
2018-12-17,W,245.0
2018-12-19,L,282.0
2018-12-20,W,242.0
2018-12-21,L,322.0
2018-12-22,W,252.0
2018-12-23,W,200.0
2018-12-25,W,149.0
2018-12-27,L,204.0
2018-12-29,W,216.0
2018-12-30,W,254.0
2018-12-31,L,237.0
2019-01-01,W,
2019-01-02,W,
2019-01-03,W,
2019-01-04,L,
2019-01-05,W,
2019-01-06,L,
2019-01-08,L,
2019-01-09,W,
2019-01-11,W,
2019-01-12,L,
2019-01-13,W,
2019-01-14,L,
2019-01-16,W,
2019-01-17,W,
2019-01-18,W,
2019-01-19,W,
2019-01-20,W,
2019-01-21,W,
2019-01-23,W,
2019-01-26,L,
2019-01-28,W,
2019-01-29,L,
2019-01-30,W,
2019-01-31,L,
2019-02-01,W,
2019-02-03,W,
2019-02-04,L,
2019-02-05,L-wo,
2019-02-06,W,
2019-02-07,W,
2019-02-08,L,
2019-02-11,W,
2019-02-13,W,
2019-02-15,W,
2019-02-16,W,
2019-02-18,W,
2019-02-20,W,
2019-02-21,L,
2019-02-23,L,
2019-02-26,L,
2019-02-27,L,
2019-02-28,W,
2019-03-01,W,
2019-03-02,W,
2019-03-03,L,
2019-03-04,W,
2019-03-05,W,
2019-03-06,L,
2019-03-07,L,
2019-03-08,L,
2019-03-09,L,
2019-03-10,W,
2019-03-11,L,
2019-03-12,W,
2019-03-14,W,
2019-03-16,W,
2019-03-18,L,
2019-03-19,W,
2019-03-20,L,
2019-03-21,W,
2019-03-23,L,
2019-03-24,L,
2019-03-25,L,
2019-03-26,W,
2019-03-27,W,
2019-03-28,L,
2019-03-29,W,
2019-03-30,L,
2019-03-31,L,
2019-04-01,W,
2019-04-04,L,
2019-04-05,W,
2019-04-06,W,
2019-04-07,W,
2019-04-08,L,
2019-04-09,W,
2019-04-11,W,
2019-04-12,W,
2019-04-13,L,
2019-04-14,W,
2019-04-15,L,
2019-04-16,L,
2019-04-17,L,
2019-04-19,W,
2019-04-20,W,
2019-04-21,W,
2019-04-23,L,
2019-04-24,W,
2019-04-25,W,
2019-04-27,L,
2019-04-28,L,
2019-04-29,W,
2019-04-30,W,
2019-05-01,W,
2019-05-02,W,
2019-05-03,W,
2019-05-04,L,
2019-05-05,W,
2019-05-06,W,
2019-05-07,W,
2019-05-08,W,
2019-05-09,L,
2019-05-10,W,
2019-05-11,W,
2019-05-12,L,
2019-05-14,L,
2019-05-15,W-wo,
2019-05-16,W,
2019-05-17,L,
2019-05-18,L,
2019-05-19,W,
2019-05-20,W,
2019-05-21,L,
2019-05-22,W,
2019-05-23,W,
2019-05-24,L,
2019-05-25,L-wo,
2019-05-26,W,
2019-05-27,W,
2019-05-28,L,
2019-05-29,L,
2019-05-31,L,
2019-06-02,L,
2019-06-03,W,
2019-06-04,L-wo,
2019-06-05,L,
2019-06-06,W,
2019-06-07,W,
2019-06-08,L,
2019-06-09,W,
2019-06-10,W,
2019-06-12,W,
2019-06-13,W,
2019-06-14,W,
2019-06-15,W,
2019-06-16,W,
2019-06-17,W,
2019-06-18,L-wo,
2019-06-19,W,
2019-06-21,W-wo,
2019-06-22,L,
2019-06-23,L,
2019-06-24,W-wo,
2019-06-25,W,
2019-06-26,L,
2019-06-29,L,
2019-06-30,L,
2019-07-01,W,
2019-07-02,L,
2019-07-03,W,
2019-07-04,W,
2019-07-05,W,
2019-07-06,L,
2019-07-07,W,
2019-07-08,W-wo,
2019-07-09,L,
2019-07-11,W,
2019-07-12,L,
2019-07-13,L,
2019-07-14,L,
2019-07-15,W,
2019-07-16,L,
2019-07-17,W,
2019-07-18,W,
2019-07-19,L,
2019-07-20,W,
2019-07-21,L,
2019-07-22,W,
2019-07-23,W,
2019-07-24,L,
2019-07-25,W,
2019-07-26,W,
2019-07-27,W,
2019-07-28,L,
2019-07-30,L,
2019-07-31,L,
2019-08-01,W,
2019-08-05,W,
2019-08-06,L,
2019-08-08,W,
2019-08-09,L,
2019-08-10,W,
2019-08-11,L,
2019-08-12,L,
2019-08-13,W,
2019-08-14,W,
2019-08-16,W,
2019-08-17,W,
2019-08-18,W,
2019-08-20,L,
2019-08-21,L,
2019-08-23,W,
2019-08-24,W,
2019-08-25,L,
2019-08-27,W,
2019-08-28,W,
2019-08-30,W,
2019-08-31,L,
2019-09-01,W,
2019-09-02,L,
2019-09-03,W,
2019-09-04,L,
2019-09-05,W,
2019-09-06,L,
2019-09-08,W,
2019-09-09,L,
2019-09-11,W,
2019-09-12,W,
2019-09-14,W,
2019-09-15,W,
2019-09-17,L,
2019-09-18,L,
2019-09-19,W,
2019-09-20,L-wo,
2019-09-21,L-wo,
2019-09-22,W,
2019-09-23,L,
2019-09-24,W,
2019-09-25,W,
2019-09-26,L,
2019-09-27,L,
2019-09-28,L,
2019-09-29,W-wo,
2019-10-01,L,
2019-10-02,W,
2019-10-03,L,
2019-10-05,W,
2019-10-06,L,
2019-10-08,L,
2019-10-09,L,
2019-10-10,W,
2019-10-11,L,
2019-10-14,W,
2019-10-17,L,
2019-10-19,L,
2019-10-21,W,
2019-10-22,W,
2019-10-23,L,
2019-10-25,W,
2019-10-26,W,
2019-10-27,W,
2019-10-29,W,
2019-10-30,W,
2019-11-03,L,
2019-11-04,W-wo,
2019-11-05,W,
2019-11-06,L,
2019-11-08,L,
2019-11-09,L,
2019-11-11,W,
2019-11-12,L,
2019-11-13,W,
2019-11-15,W,
2019-11-16,L,
2019-11-17,W,
2019-11-18,W,
2019-11-19,W,
2019-11-20,L,
2019-11-21,W,
2019-11-22,L,
2019-11-23,W,
2019-11-24,W,
2019-11-25,W,
2019-11-26,W,
2019-11-27,W,
2019-11-29,L,
2019-12-01,L,
2019-12-02,W,
2019-12-03,L,
2019-12-04,W,
2019-12-05,W,
2019-12-06,W-wo,
2019-12-07,W,
2019-12-08,L-wo,
2019-12-09,W,
2019-12-10,W,
2019-12-11,L,
2019-12-12,L,
2019-12-14,W,
2019-12-15,W,
2019-12-17,L,
2019-12-18,W,
2019-12-19,L,
2019-12-20,W,
2019-12-21,W,
2019-12-22,W,
2019-12-23,W,
2019-12-25,W,
2019-12-27,W,
2019-12-28,L,
2019-12-29,L,
2019-12-31,W,
2020-01-02,W,
2020-01-09,W,
2020-01-13,W,
2020-01-14,L,
2020-01-15,L,
2020-01-16,L,
2020-01-18,L,
2020-01-19,L,
2020-01-20,W,
2020-01-21,W,
2020-01-22,W,
2020-01-24,W,
2020-01-26,L,
2020-01-28,W,
2020-01-30,W,
2020-01-31,W,
2020-02-01,L,
2020-02-08,W,
2020-02-13,W,
2020-02-15,W,
2020-02-16,W,
2020-02-19,W,
2020-02-21,W,
2020-02-22,L,
2020-02-23,L,
2020-02-25,W,
2020-02-26,W,
2020-02-27,W,
2020-02-29,L,
2020-03-01,W,
2020-03-02,W,
2020-03-03,L,
2020-03-09,L,
2020-04-01,W,
2020-04-02,W,
2020-04-03,W,
2020-04-08,L,
2020-05-02,W,
2020-05-03,W,
2020-05-08,W,
2020-05-09,L,
2020-06-01,L,
2020-06-03,L,
2020-07-01,W,
2020-07-02,W,
2020-07-03,L,
2020-07-08,W,
2020-07-09,W,
2020-07-31,L,
2020-08-01,L,
2020-08-02,W,
2020-08-03,L,
2020-08-13,L,
2020-08-15,W,
2020-08-17,W,
2020-08-19,W,
2020-08-21,W,
2020-08-23,W,
2020-08-25,L,
2020-08-26,L,
2020-08-29,L,
2020-08-30,W,
2020-08-31,L,
2020-09-01,L,
2020-09-02,W,
2020-09-08,W,
2020-09-09,L,
2020-09-15,L,
2020-09-17,L,
2020-09-19,W,
2020-09-23,L,
2020-09-25,W,
2020-09-27,L,
2020-10-03,W,
2020-11-01,W,
2020-11-02,L,
2020-11-08,W,
2020-11-09,W,
2020-12-02,W,
2020-12-08,W,
